"Num_Acc";"id_vehicule";"num_veh";"senc";"catv";"obs";"obsm";"choc";"manv";"motor";"occutc"
"202300000018";"155 680 526";"B01";"1";"7";"0";"2";"2";"17";"1";""
"202300000019";"155 680 524";"A01";"1";"36";"0";"0";"9";"9";"1";""
"202300000020";"155 680 522";"A01";"3";"36";"0";"2";"1";"0";"1";""
"202300000020";"155 680 523";"B01";"3";"31";"0";"2";"1";"1";"1";""
"202300000021";"155 680 520";"B01";"1";"7";"0";"2";"4";"15";" -1";""
"202300000021";"155 680 521";"A01";"1";"2";"0";"2";"1";"1";"1";""
"202300000022";"155 680 518";"A01";"1";"33";"0";"2";"1";"17";"1";""
"202300000022";"155 680 519";"B01";"2";"7";"0";"2";"3";"1";"1";""
"202300000023";"155 680 516";"A01";"1";"7";"0";"2";"1";"26";"1";""
"202300000023";"155 680 517";"B01";"3";"2";"0";"0";"7";"26";"1";""
"202300000024";"155 680 515";"A01";"1";"3";"7";"0";"2";"1";"1";""
"202300000025";"155 680 513";"C01";"0";"1";"0";"0";"0";"2";"5";""
"202300000025";"155 680 514";"A01";"0";"15";"0";"0";"0";"2";"1";""
"202300000026";"155 680 511";"A01";"1";"7";"0";"2";"2";"17";"1";""
"202300000026";"155 680 512";"B01";"1";"80";"0";"2";"0";"1";"3";""
"202300000027";"155 680 510";"A01";"1";"32";"12";"0";"2";"1";"1";""
"202300000028";"155 680 508";"A01";"2";"7";"0";"0";"6";"23";"1";""
"202300000028";"155 680 509";"B01";"2";"33";"1";"0";"2";"1";"1";""
"202300000029";"155 680 506";"B01";"2";"10";"0";"2";"6";"1";"1";""
"202300000029";"155 680 507";"A01";"1";"33";"5";"2";"3";"13";"1";""
"202300000030";"155 680 504";"A01";"1";"7";"0";"2";"1";"13";"1";""
"202300000030";"155 680 505";"B01";"2";"7";"0";"2";"1";"1";"0";""
"202300000031";"155 680 503";"A01";"2";"7";"13";"0";"1";"0";"1";""
"202300000032";"155 680 502";"A01";"1";"33";"0";"0";"0";"0";"1";""
"202300000033";"155 680 500";"B01";"1";"1";"0";"2";"0";"2";"5";""
"202300000033";"155 680 501";"A01";"1";"1";"0";"2";"0";"26";"5";""
"202300000034";"155 680 498";"B01";"3";"7";"0";"2";"1";"1";"1";""
"202300000034";"155 680 499";"A01";"3";"7";"0";"2";"3";"1";"1";""
"202300000035";"155 680 496";"A01";"1";"7";"0";"2";"4";"15";"1";""
"202300000035";"155 680 497";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202300000036";"155 680 495";"A01";"1";"33";"2";"0";"0";"1";"1";""
"202300000037";"155 680 494";"A01";"3";"2";"0";"0";"7";"1";"1";""
"202300000038";"155 680 493";"A01";"1";"7";"13";"0";"2";"6";"1";""
"202300000039";"155 680 491";"B01";"1";"33";"13";"2";"8";"1";"1";""
"202300000039";"155 680 492";"A01";"2";"7";"0";"2";"8";"1";"1";""
"202300000040";"155 680 490";"A01";"2";"7";"6";"0";"2";"13";"0";""
"202300000041";"155 680 488";"A01";"2";"7";"0";"2";"3";"15";"1";""
"202300000041";"155 680 489";"B01";"1";"33";"0";"2";"1";"2";"1";""
"202300000042";"155 680 487";"A01";"0";"1";"0";"1";"1";"2";"5";""
"202300000043";"155 680 485";"B01";"2";"7";"0";"2";"3";"1";"1";""
"202300000043";"155 680 486";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202300000044";"155 680 483";"A01";"1";"7";"0";"2";"3";"15";"1";""
"202300000044";"155 680 484";"B01";"1";"33";"0";"2";"2";"1";"1";""
"202300000045";"155 680 480";"A01";"1";"7";"2";"0";"1";"1";"1";""
"202300000046";"155 680 478";"B01";"2";"7";"0";"0";"4";"2";"1";""
"202300000046";"155 680 479";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202300000047";"155 680 476";"A01";"2";"1";"0";"0";"7";"0";"5";""
"202300000047";"155 680 477";"B01";"2";"7";"0";"0";"8";"1";"1";""
"202300000048";"155 680 474";"B01";"1";"7";"0";"0";"6";"1";"1";""
"202300000048";"155 680 475";"A01";"1";"10";"0";"2";"2";"2";"1";""
"202300000049";"155 680 471";"C01";"2";"1";"0";"0";"4";"0";"5";""
"202300000049";"155 680 472";"B01";"2";"1";"0";"0";"6";"0";"5";""
"202300000049";"155 680 473";"A01";"2";"7";"0";"9";"1";"1";"1";""
"202300000050";"155 680 469";"B01";"1";"33";"0";"2";"4";"1";"1";""
"202300000050";"155 680 470";"A01";"1";"33";"0";"2";"1";"1";"1";""
"202300000051";"155 680 468";"A01";"3";"2";"6";"0";"1";"1";"1";""
"202300000052";"155 680 466";"A01";"3";"2";"6";"2";"1";"13";"1";""
"202300000052";"155 680 467";"B01";"3";"10";"0";"2";"2";"21";"1";""
"202300000053";"155 680 465";"A01";"3";"10";"0";"1";"3";"1";"1";""
"202300000054";"155 680 464";"A01";"2";"7";"13";"0";"1";"1";"1";""
"202300000055";"155 680 463";"A01";"2";"7";"12";"0";"6";"1";"0";""
"202300000056";"155 680 461";"A01";"2";"7";"0";"2";"8";"1";"0";""
"202300000056";"155 680 462";"B01";"1";"33";"0";"2";"1";"13";"0";""
"202300000057";"155 680 460";"A01";"1";"7";"0";"1";"2";"1";"1";""
"202300000058";"155 680 459";"A01";"0";"10";"0";"1";"5";"0";"1";""
"202300000059";"155 680 457";"A01";"1";"7";"0";"2";"1";"13";"0";""
"202300000059";"155 680 458";"B01";"2";"7";"0";"2";"1";"0";"0";""
"202300000060";"155 680 456";"A01";"1";"33";"3";"0";"0";"0";"1";""
"202300000061";"155 680 455";"A01";"1";"33";"14";"0";"0";"1";"1";""
"202300000062";"155 680 453";"A01";"1";"2";"0";"2";"8";"0";"1";""
"202300000062";"155 680 454";"B01";"1";"7";"0";"2";"1";"0";"1";""
"202300000063";"155 680 452";"A01";"1";"31";"0";"0";"1";"26";"1";""
"202300000064";"155 680 450";"A01";"2";"1";"0";"2";"1";"1";"5";""
"202300000064";"155 680 451";"B01";"1";"7";"0";"0";"6";"20";"1";""
"202300000065";"155 680 449";"A01";"0";"7";"2";"0";"2";"1";"1";""
"202300000066";"155 680 446";"C01";"2";"7";"0";"2";"8";"23";"1";""
"202300000066";"155 680 447";"A01";"1";"14";"13";"2";"1";"0";"1";""
"202300000066";"155 680 448";"B01";"1";"7";"8";"2";"1";"15";"1";""
"202300000067";"155 680 443";"A01";"2";"7";"3";"0";"1";"2";"0";""
"202300000068";"155 680 442";"A01";"0";"37";"0";"1";"3";"26";"6";"1"
"202300000069";"155 680 435";"D01";"2";"7";"0";"2";"3";"1";"1";""
"202300000069";"155 680 436";"C01";"1";"7";"1";"2";"1";"2";"1";""
"202300000069";"155 680 437";"A01";"2";"7";"0";"2";"6";"23";"1";""
"202300000069";"155 680 438";"B01";"2";"7";"0";"2";"4";"23";"1";""
"202300000070";"155 680 433";"A01";"1";"33";"0";"2";"1";"2";"1";""
"202300000070";"155 680 434";"B01";"0";"33";"0";"2";"4";"2";"1";""
"202300000071";"155 680 431";"A01";"2";"7";"1";"0";"4";"11";"1";""
"202300000071";"155 680 432";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202300000072";"155 680 429";"A01";"1";"33";"0";"2";"1";"2";"1";""
"202300000072";"155 680 430";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202300000073";"155 680 428";"A01";"1";"30";"0";"0";"2";"26";"1";""
"202300000074";"155 680 426";"B01";"1";"7";"0";"2";"6";"1";"1";""
"202300000074";"155 680 427";"A01";"1";"7";"0";"2";"2";"12";"1";""
"202300000075";"155 680 424";"A01";"1";"7";"4";"0";"1";"1";"1";""
"202300000076";"155 680 423";"B01";"1";"50";"0";"2";"1";"19";"3";""
"202300000076";"155 680 425";"A01";"1";"7";"0";"2";"2";"16";"0";""
"202300000077";"155 680 420";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202300000077";"155 680 422";"B01";"2";"7";"0";"2";"4";"23";"1";""
"202300000078";"155 680 419";"A01";"2";"7";"0";"2";"3";"1";"1";""
"202300000078";"155 680 421";"B01";"2";"32";"0";"2";"1";"1";"1";""
"202300000079";"155 680 418";"A01";"1";"7";"4";"0";"1";"1";"1";""
"202300000080";"155 680 417";"A01";"1";"32";"0";"0";"1";"0";"1";""
"202300000081";"155 680 415";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202300000081";"155 680 416";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202300000082";"155 680 414";"A01";"2";"7";"0";"2";"4";"9";"1";""
"202300000083";"155 680 411";"A01";"1";"7";"0";"2";"1";"17";"1";""
"202300000083";"155 680 413";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202300000084";"155 680 410";"A01";"2";"7";"0";"2";"2";"13";"1";""
"202300000084";"155 680 412";"B01";"1";"7";"0";"2";"8";"1";"1";""
"202300000085";"155 680 409";"A01";"1";"7";"16";"0";"9";"2";"1";""
"202300000086";"155 680 408";"A01";"1";"7";"0";"1";"0";"26";"1";""
"202300000087";"155 680 407";"A01";"1";"7";"4";"0";"2";"1";"1";""
"202300000088";"155 680 406";"A01";"1";"32";"14";"0";"7";"21";"1";""
"202300000089";"155 680 404";"B01";"1";"7";"0";"2";"8";"1";"1";""
"202300000089";"155 680 405";"A01";"1";"7";"0";"2";"2";"14";"1";""
"202300000090";"155 680 402";"A01";"2";"10";"0";"2";"3";"19";"1";""
"202300000090";"155 680 403";"B01";"1";"33";"0";"2";"1";"3";"1";""
"202300000091";"155 680 399";"C01";"1";"10";"0";"2";"3";"2";"1";""
"202300000091";"155 680 400";"A01";"1";"7";"0";"2";"4";"2";"2";""
"202300000091";"155 680 401";"B01";"1";"7";"0";"2";"5";"2";"1";""
"202300000092";"155 680 398";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202300000093";"155 680 397";"A01";"2";"7";"0";"0";"9";"1";"1";""
"202300000094";"155 680 395";"B01";"1";"10";"0";"2";"1";"2";"1";""
"202300000094";"155 680 396";"A01";"1";"7";"0";"2";"4";"1";"1";""
"202300000095";"155 680 393";"B01";"2";"7";"0";"2";"1";"2";"1";""
"202300000095";"155 680 394";"A01";"2";"7";"0";"2";"4";"1";"1";""
"202300000096";"155 680 391";"A01";"2";"7";"0";"2";"2";"15";"1";""
"202300000096";"155 680 392";"B01";"1";"10";"0";"2";"1";"1";"1";""
"202300000097";"155 680 389";"A01";"2";"33";"0";"2";"1";"1";"1";""
"202300000097";"155 680 390";"B01";"1";"30";"14";"0";"3";"15";"1";""
"202300000098";"155 680 386";"A01";"1";"7";"0";"2";"2";"9";"1";""
"202300000098";"155 680 388";"B01";"1";"50";"0";"2";"1";"1";"3";""
"202300000099";"155 680 385";"B01";"1";"7";"0";"2";"5";"2";"1";""
"202300000099";"155 680 387";"A01";"1";"31";"0";"2";"1";"26";"1";""
"202300000100";"155 680 383";"A01";"3";"7";"0";"1";"1";"1";"1";""
"202300000101";"155 680 382";"A01";"1";"7";"0";"2";"1";"2";"0";""
"202300000101";"155 680 384";"B01";"1";"10";"0";"2";"6";"1";"1";""
"202300000102";"155 680 380";"A01";"2";"7";"0";"1";"8";"1";"1";""
"202300000103";"155 680 379";"B01";"1";"7";"0";"2";"3";"15";"1";""
"202300000103";"155 680 381";"A01";"1";"30";"0";"2";"1";"17";"1";""
"202300000104";"155 680 377";"A01";"1";"7";"0";"1";"4";"4";"1";""
"202300000105";"155 680 376";"A01";"1";"7";"0";"2";"1";"26";"1";""
"202300000105";"155 680 378";"B01";"1";"7";"0";"2";"4";"0";"0";""
"202300000106";"155 680 374";"A01";"3";"33";"0";"2";"7";"15";"1";""
"202300000106";"155 680 375";"B01";"3";"31";"0";"2";"1";"1";"1";""
"202300000107";"155 680 371";"A01";"1";"7";"0";"2";"3";"9";"1";""
"202300000107";"155 680 372";"B01";"2";"7";"0";"2";"2";"1";"1";""
"202300000108";"155 680 368";"A01";"2";"30";"0";"0";"0";"0";"1";""
"202300000109";"155 680 366";"A01";"2";"10";"0";"2";"3";"9";"1";""
"202300000109";"155 680 367";"B01";"2";"34";"0";"2";"1";"1";"1";""
"202300000110";"155 680 364";"A01";"0";"7";"0";"1";"1";"15";"6";""
"202300000111";"155 680 363";"B01";"2";"2";"0";"2";"1";"1";"1";""
"202300000111";"155 680 365";"A01";"3";"7";"0";"2";"3";"9";"1";""
"202300000112";"155 680 361";"A01";"1";"38";"0";"1";"2";"1";"1";"1"
"202300000113";"155 680 360";"A01";"1";"7";"0";"2";"1";"15";"1";""
"202300000113";"155 680 362";"B01";"1";"7";"0";"2";"2";"1";"1";""
"202300000114";"155 680 357";"A01";"1";"7";"13";"0";"0";"1";"1";""
"202300000115";"155 680 355";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202300000115";"155 680 358";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202300000116";"155 680 354";"A01";"3";"7";"0";"1";"4";"23";"1";""
"202300000117";"155 680 350";"A01";"1";"7";"0";"2";"2";"15";"1";""
"202300000117";"155 680 353";"B01";"1";"33";"0";"2";"1";"1";"1";""
"202300000118";"155 680 349";"A01";"2";"10";"0";"2";"2";"1";"1";""
"202300000118";"155 680 351";"B01";"2";"1";"0";"2";"4";"2";"5";""
"202300000119";"155 680 345";"A01";"2";"7";"1";"0";"1";"1";"1";""
"202300000120";"155 680 346";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202300000120";"155 680 347";"B01";"1";"7";"0";"2";"4";"23";"1";""
"202300000121";"155 680 342";"A01";"1";"7";"2";"0";"3";"13";"0";""
"202300000122";"155 680 340";"B01";"2";"7";"0";"2";"4";"2";"1";""
"202300000122";"155 680 343";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202300000122";"155 680 344";"C01";"2";"38";"0";"2";"4";"2";"1";"1"
"202300000123";"155 680 339";"B01";"1";"7";"0";"2";"1";"15";"1";""
"202300000123";"155 680 341";"A01";"2";"33";"0";"2";"1";"1";"1";""
"202300000124";"155 680 336";"B01";"1";"7";"0";"2";"3";"26";"1";""
"202300000124";"155 680 338";"A01";"2";"7";"0";"2";"3";"13";"1";""
"202300000125";"155 680 330";"A01";"2";"7";"0";"2";"2";"1";"1";""
"202300000125";"155 680 332";"B01";"1";"7";"0";"2";"2";"1";"1";""
"202300000125";"155 680 335";"C01";"1";"10";"0";"2";"5";"15";"1";""
"202300000126";"155 680 329";"C01";"3";"7";"0";"2";"4";"1";"1";""
"202300000126";"155 680 331";"D01";"3";"7";"0";"2";"4";"1";"1";""
"202300000126";"155 680 334";"A01";"3";"37";"1";"2";"3";"9";"1";"3"
"202300000126";"155 680 337";"B01";"3";"7";"0";"2";"4";"3";"1";""
"202300000127";"155 680 328";"A01";"2";"99";"0";"2";"1";"1";"1";""
"202300000127";"155 680 333";"B01";"1";"7";"0";"2";"6";"1";"3";""
"202300000128";"155 680 327";"A01";"1";"7";"13";"0";"1";"1";"1";""
"202300000129";"155 680 322";"B01";"1";"10";"0";"2";"4";"2";"1";""
"202300000129";"155 680 325";"C01";"1";"7";"0";"2";"4";"2";"1";""
"202300000129";"155 680 326";"A01";"1";"10";"0";"2";"1";"1";"1";""
"202300000130";"155 680 321";"A01";"2";"14";"0";"2";"2";"15";"1";""
"202300000130";"155 680 323";"B01";"2";"33";"0";"2";"1";"1";"1";""
"202300000131";"155 680 319";"A01";"0";"30";"0";"0";"0";"1";"1";""
"202300000132";"155 680 320";"A01";"1";"2";"0";"2";"2";"5";"1";""
"202300000132";"155 680 324";"B01";"2";"10";"0";"2";"3";"16";"1";""
"202300000133";"155 680 318";"A01";"1";"7";"2";"0";"8";"1";"1";""
"202300000134";"155 680 316";"A01";"2";"7";"0";"1";"3";"1";"1";""
"202300000135";"155 680 315";"B01";"2";"10";"0";"2";"1";"1";"1";""
"202300000135";"155 680 317";"A01";"1";"7";"0";"2";"1";"13";"1";""
"202300000136";"155 680 313";"A01";"2";"7";"0";"2";"1";"5";"1";""
"202300000136";"155 680 314";"B01";"1";"17";"0";"2";"1";"1";"1";""
"202300000137";"155 680 310";"A01";"1";"7";"0";"9";"2";"1";"0";""
"202300000137";"155 680 311";"B01";"1";"80";"0";"2";"4";"1";"3";""
"202300000138";"155 680 309";"A01";"1";"7";"0";"2";"1";"0";"1";""
"202300000138";"155 680 312";"B01";"1";"7";"0";"2";"8";"0";"1";""
"202300000139";"155 680 306";"A01";"2";"7";"0";"2";"1";"11";"0";""
"202300000139";"155 680 308";"B01";"1";"33";"0";"2";"1";"0";"1";""
"202300000140";"155 680 305";"Z01";"2";"10";"0";"2";"7";"17";"0";""
"202300000140";"155 680 307";"B01";"2";"1";"0";"2";"8";"1";"5";""
"202300000141";"155 680 302";"B01";"2";"15";"0";"2";"3";"1";"1";""
"202300000141";"155 680 303";"A01";"1";"7";"0";"2";"1";"11";"1";""
"202300000142";"155 680 301";"B01";"2";"1";"0";"2";"7";"1";"5";""
"202300000142";"155 680 304";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202300000143";"155 680 298";"A01";"1";"7";"0";"2";"4";"2";"1";""
"202300000143";"155 680 299";"B01";"1";"7";"0";"2";"1";"2";"0";""
"202300000144";"155 680 297";"A01";"0";"10";"0";"0";"2";"9";"1";""
"202300000144";"155 680 300";"B01";"0";"14";"7";"0";"1";"1";"1";""
"202300000145";"155 680 295";"A01";"1";"7";"2";"0";"1";"1";"1";""
"202300000146";"155 680 294";"B01";"1";"1";"0";"2";"8";"15";"5";""
"202300000146";"155 680 296";"A01";"1";"7";"0";"2";"2";"1";"1";""
"202300000147";"155 680 292";"A01";"1";"33";"0";"2";"1";"1";"1";""
"202300000147";"155 680 293";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202300000148";"155 680 291";"A01";"3";"7";"13";"0";"9";"1";"1";""
"202300000149";"155 680 288";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202300000149";"155 680 290";"B01";"3";"50";"0";"2";"0";"1";"3";""
"202300000150";"155 680 287";"A01";"2";"10";"0";"2";"1";"1";"1";""
"202300000150";"155 680 289";"B01";"1";"10";"0";"2";"1";"1";"1";""
"202300000151";"155 680 285";"B01";"1";"7";"0";"2";"3";"1";"0";""
"202300000151";"155 680 286";"A01";"2";"60";"0";"2";"3";"26";"5";""
"202300000152";"155 680 284";"A01";"1";"7";"3";"0";"8";"1";"2";""
"202300000153";"155 680 283";"A01";"3";"7";"0";"1";"8";"15";"1";""
"202300000154";"155 680 280";"B01";"1";"33";"0";"2";"0";"1";"1";""
"202300000154";"155 680 282";"A01";"1";"7";"0";"2";"2";"12";"1";""
"202300000155";"155 680 279";"A01";"1";"7";"0";"2";"3";"1";"1";""
"202300000155";"155 680 281";"B01";"0";"7";"0";"2";"2";"1";"1";""
"202300000156";"155 680 276";"A01";"3";"99";"0";"2";"1";"1";"3";""
"202300000156";"155 680 277";"B01";"3";"99";"0";"2";"4";"1";"0";""
"202300000157";"155 680 275";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202300000157";"155 680 278";"A01";"1";"3";"0";"2";"7";"13";"1";""
"202300000158";"155 680 274";"A01";"2";"33";"0";"0";"0";"1";"1";""
"202300000159";"155 680 273";"A01";"0";"7";"2";"0";"2";"1";"1";""
"202300000160";"155 680 271";"A01";"3";"32";"0";"2";"1";"1";"1";""
"202300000160";"155 680 272";"B01";"3";"14";"0";"2";"5";"0";"1";""
"202300000161";"155 680 269";"A01";"1";"7";"0";"1";"1";"1";"1";""
"202300000162";"155 680 270";"A01";"3";"7";"0";"1";"3";"1";"3";""
"202300000163";"155 680 268";"A01";"1";"7";"0";"1";"7";"1";"1";""
"202300000164";"155 680 267";"A01";"2";"7";"4";"0";"2";"6";"3";""
"202300000165";"155 680 265";"B01";"1";"7";"0";"9";"4";"1";"1";""
"202300000165";"155 680 266";"A01";"1";"7";"0";"2";"1";"1";"1";""
"202300000166";"155 680 264";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202300000167";"155 680 261";"A01";"0";"7";"0";"2";"2";"2";"1";""
"202300000167";"155 680 262";"B01";"0";"33";"0";"2";"4";"23";"1";""
"202300000168";"155 680 258";"B01";"1";"33";"0";"2";"1";"17";"1";""
"202300000168";"155 680 259";"A01";"1";"7";"0";"2";"2";"15";"1";""
"202300000169";"155 680 257";"B01";"1";"7";"0";"2";"2";"1";"1";""
"202300000169";"155 680 260";"A01";"1";"7";"0";"2";"1";"15";"1";""
"202300000170";"155 680 252";"B01";"1";"7";"0";"2";"6";"15";"1";""
"202300000170";"155 680 254";"A01";"1";"33";"0";"2";"6";"17";"1";""
"202300000171";"155 680 253";"A01";"1";"7";"0";"1";"2";"1";"1";""
"202300000172";"155 680 250";"A01";"1";"30";"0";"2";"1";"1";"1";""
"202300000172";"155 680 251";"B01";"0";"1";"0";"0";"0";"0";"5";""
"202300000173";"155 680 249";"A01";"1";"7";"2";"0";"2";"1";"0";""
"202300000174";"155 680 247";"A01";"2";"10";"0";"2";"1";"15";"0";""
"202300000174";"155 680 248";"B01";"2";"31";"0";"2";"1";"1";"0";""
"202300000175";"155 680 245";"A01";"2";"7";"0";"2";"7";"17";"1";""
"202300000175";"155 680 246";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202300000176";"155 680 244";"A01";"2";"31";"0";"1";"2";"1";"1";""
"202300000177";"155 680 242";"A01";"1";"2";"0";"2";"1";"3";"1";""
"202300000177";"155 680 243";"B01";"1";"7";"0";"2";"3";"15";"1";""
"202300000178";"155 680 241";"A01";"1";"2";"1";"0";"1";"1";"1";""
"202300000179";"155 680 239";"A01";"2";"7";"0";"1";"1";"1";"1";""
"202300000180";"155 680 238";"A01";"3";"2";"6";"0";"8";"1";"1";""
"202300000180";"155 680 240";"B01";"3";"7";"0";"0";"2";"1";"1";""
"202300000181";"155 680 237";"A01";"1";"10";"8";"0";"1";"1";"1";""
"202300000182";"155 680 235";"A01";"3";"7";"0";"9";"2";"16";"1";""
"202300000182";"155 680 236";"B01";"1";"50";"0";"2";"3";"0";"3";""
"202300000183";"155 680 234";"A01";"1";"38";"0";"0";"2";"21";"1";"6"
"202300000184";"155 680 232";"B01";"3";"32";"0";"2";"1";"1";"1";""
"202300000184";"155 680 233";"A01";"3";"7";"0";"2";"3";"20";"1";""
"202300000185";"155 680 230";"A01";"3";"33";"16";"0";"1";"1";"1";""
"202300000186";"155 680 229";"B01";"3";"7";"0";"2";"3";"19";"1";""
"202300000186";"155 680 231";"A01";"3";"7";"0";"2";"2";"19";"1";""
"202300000187";"155 680 227";"A01";"2";"80";"0";"2";"1";"2";"3";""
"202300000187";"155 680 228";"B01";"2";"7";"0";"2";"4";"2";"1";""
"202300000188";"155 680 224";"A01";"2";"99";"0";"2";"4";"1";"1";""
"202300000188";"155 680 226";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202300000189";"155 680 223";"B01";"1";"2";"0";"2";"2";"0";"1";""
"202300000189";"155 680 225";"A01";"1";"7";"0";"2";"3";"0";"1";""
"202300000190";"155 680 220";"A01";"1";"33";"0";"2";"3";"19";"1";""
"202300000190";"155 680 221";"B01";"2";"7";"0";"2";"3";"1";"1";""
"202300000191";"155 680 219";"A01";"1";"7";"0";"2";"4";"1";"1";""
"202300000191";"155 680 222";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202300000192";"155 680 218";"A01";"1";"30";"0";"0";"0";"26";"1";""
"202300000193";"155 680 217";"A01";"1";"31";"16";"0";"8";"26";"1";""
"202300000194";"155 680 215";"A01";"1";"30";"0";"2";"7";"17";"1";""
"202300000194";"155 680 216";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202300000195";"155 680 214";"A01";"2";"7";"4";"0";"3";"1";"1";""
"202300000196";"155 680 212";"A01";"2";"7";"0";"2";"5";"16";"1";""
"202300000196";"155 680 213";"B01";"2";"31";"0";"2";"1";"1";"1";""
"202300000197";"155 680 208";"A01";"1";"50";"0";"2";"1";"19";"3";""
"202300000197";"155 680 210";"B01";"1";"7";"0";"2";"8";"19";"1";""
"202300000198";"155 680 207";"C01";"1";"7";"0";"2";"0";"2";"1";""
"202300000198";"155 680 209";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202300000198";"155 680 211";"B01";"1";"10";"0";"2";"4";"2";"1";""
"202300000199";"155 680 206";"B01";"1";"30";"0";"1";"1";"7";"1";""
"202300000200";"155 680 204";"A01";"2";"32";"12";"0";"0";"18";"0";""
"202300000201";"155 680 201";"B01";"2";"7";"0";"2";"5";"12";"1";""
"202300000201";"155 680 203";"A01";"2";"33";"0";"2";"1";"3";"1";""
"202300000201";"155 680 205";"C01";"2";"7";"0";"2";"6";"12";"1";""
"202300000202";"155 680 199";"A01";"1";"50";"1";"0";"1";"1";"3";""
"202300000203";"155 680 200";"A01";"3";"99";"0";"9";"3";"1";"1";""
"202300000203";"155 680 202";"B01";"0";"1";"0";"2";"2";"1";"0";""
"202300000204";"155 680 197";"B01";"2";"14";"0";"2";"2";"1";"1";""
"202300000204";"155 680 198";"A01";"2";"7";"0";"2";"8";"11";"1";""
"202300000205";"155 680 194";"A01";"3";"32";"0";"2";"6";"17";"1";""
"202300000205";"155 680 196";"B01";"3";"7";"0";"2";"6";"15";"1";""
