"Num_Acc";"id_vehicule";"num_veh";"senc";"catv";"obs";"obsm";"choc";"manv";"motor";"occutc"
"202400000020";"155 781 724";"A01";"0";"2";"0";"2";"1";"17";"1";""
"202400000020";"155 781 725";"B01";"0";"33";"0";"2";"1";"1";"1";""
"202400000021";"155 781 723";"A01";"0";"50";"0";"1";"1";"26";"3";""
"202400000022";"155 781 722";"A01";"1";"7";"2";"0";"1";"1";"1";""
"202400000023";"155 781 720";"A01";"0";"7";"0";"2";"0";"0";"0";""
"202400000023";"155 781 721";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202400000024";"155 781 719";"A01";"3";"2";"8";"0";"1";"14";"1";""
"202400000025";"155 781 715";"D01";"1";"7";"0";"2";"1";"2";"0";""
"202400000025";"155 781 716";"A01";"1";"7";"0";"2";"4";"2";"1";""
"202400000025";"155 781 717";"B01";"1";"7";"0";"2";"1";"2";"0";""
"202400000025";"155 781 718";"C01";"1";"7";"0";"2";"1";"2";"1";""
"202400000026";"155 781 714";"A01";"3";"50";"0";"1";"1";"1";"3";""
"202400000027";"155 781 713";"A01";"1";"1";"0";"1";"7";"12";"5";""
"202400000028";"155 781 712";"A01";"1";"7";"0";"1";"1";"0";"1";""
"202400000029";"155 781 708";"A01";"2";"10";"0";"1";"8";"15";"1";""
"202400000030";"155 781 704";"A01";"1";"10";"0";"2";"1";"16";"1";""
"202400000030";"155 781 705";"B01";"1";"80";"0";"2";"8";"1";"3";""
"202400000031";"155 781 702";"A01";"3";"7";"0";"2";"8";"10";"1";""
"202400000031";"155 781 703";"B01";"3";"33";"0";"2";"7";"1";"1";""
"202400000032";"155 781 700";"A01";"1";"33";"0";"2";"1";"1";"1";""
"202400000032";"155 781 701";"B01";"1";"7";"0";"2";"6";"2";"1";""
"202400000033";"155 781 699";"A01";"3";"7";"0";"1";"1";"15";"1";""
"202400000034";"155 781 698";"A01";"2";"33";"0";"1";"1";"1";"1";""
"202400000035";"155 781 696";"A01";"1";"10";"0";"2";"2";"16";"1";""
"202400000035";"155 781 697";"B01";"1";"34";"0";"2";"1";"1";"1";""
"202400000036";"155 781 694";"B01";"1";"7";"0";"2";"5";"15";"2";""
"202400000036";"155 781 695";"A01";"1";"33";"0";"2";"2";"17";"1";""
"202400000037";"155 781 693";"A01";"1";"7";"0";"0";"0";"1";"1";""
"202400000038";"155 781 690";"A01";"2";"7";"3";"2";"2";"11";"1";""
"202400000038";"155 781 691";"B01";"2";"7";"3";"2";"6";"11";"1";""
"202400000038";"155 781 692";"C01";"2";"7";"3";"2";"0";"2";"1";""
"202400000039";"155 781 688";"A01";"1";"33";"0";"2";"1";"17";"1";""
"202400000039";"155 781 689";"B01";"2";"7";"0";"2";"3";"15";"1";""
"202400000040";"155 781 685";"A01";"2";"7";"0";"2";"1";"1";"1";""
"202400000040";"155 781 686";"B01";"2";"10";"0";"2";"4";"1";"1";""
"202400000040";"155 781 687";"C01";"2";"7";"0";"2";"4";"1";"2";""
"202400000041";"155 781 684";"A01";"1";"7";"15";"0";"1";"1";"1";""
"202400000042";"155 781 682";"A01";"1";"7";"0";"2";"3";"1";"1";""
"202400000042";"155 781 683";"B01";"1";"7";"0";"2";"8";"19";"1";""
"202400000043";"155 781 681";"A01";"2";"10";"0";"1";"3";"1";"0";""
"202400000044";"155 781 677";"A01";"2";"32";"0";"2";"2";"3";"1";""
"202400000044";"155 781 678";"B01";"2";"17";"0";"2";"8";"1";"1";""
"202400000044";"155 781 680";"C01";"2";"10";"0";"2";"2";"1";"1";""
"202400000045";"155 781 676";"B01";"3";"32";"0";"2";"1";"1";"1";""
"202400000045";"155 781 679";"A01";"3";"7";"0";"2";"1";"15";"1";""
"202400000046";"155 781 675";"A01";"1";"7";"4";"0";"3";"1";"1";""
"202400000047";"155 781 674";"A01";"2";"7";"0";"1";"7";"1";"1";""
"202400000048";"155 781 669";"B01";"1";"7";"0";"0";"4";"23";"1";""
"202400000048";"155 781 671";"A01";"1";"15";"0";"2";"1";"2";"1";""
"202400000048";"155 781 672";"D01";"1";"99";"0";"0";"6";"23";"1";""
"202400000048";"155 781 673";"C01";"1";"7";"0";"2";"9";"23";"3";""
"202400000049";"155 781 670";"A01";"1";"7";"6";"0";"2";"1";"1";""
"202400000050";"155 781 668";"A01";"1";"7";"4";"0";"1";"26";"1";""
"202400000051";"155 781 666";"A01";"1";"7";"0";"0";"0";"15";"1";""
"202400000051";"155 781 667";"B01";"1";"33";"4";"0";"1";"21";"1";""
"202400000052";"155 781 664";"A01";"2";"34";"0";"2";"8";"11";"0";""
"202400000052";"155 781 665";"B01";"2";"7";"0";"2";"2";"1";"0";""
"202400000053";"155 781 663";"A01";"1";"10";"13";"0";"1";"1";"1";""
"202400000054";"155 781 660";"A01";"1";"7";"0";"2";"3";"1";"1";""
"202400000054";"155 781 661";"C01";"1";"33";"0";"2";"1";"1";"1";""
"202400000054";"155 781 662";"B01";"1";"7";"0";"2";"4";"1";"3";""
"202400000055";"155 781 654";"A01";"1";"43";"0";"2";"5";"17";"1";""
"202400000055";"155 781 656";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202400000055";"155 781 658";"C01";"1";"7";"0";"2";"2";"1";"1";""
"202400000056";"155 781 651";"A01";"2";"33";"0";"2";"3";"18";"1";""
"202400000056";"155 781 652";"B01";"2";"7";"0";"2";"7";"1";"1";""
"202400000057";"155 781 650";"B01";"1";"7";"0";"2";"3";"16";"1";""
"202400000057";"155 781 653";"A01";"2";"10";"0";"2";"3";"15";"1";""
"202400000058";"155 781 647";"A01";"1";"7";"0";"2";"7";"0";"1";""
"202400000058";"155 781 649";"B01";"1";"15";"0";"2";"2";"1";"1";""
"202400000059";"155 781 646";"B01";"2";"7";"0";"2";"3";"13";"1";""
"202400000059";"155 781 648";"A01";"1";"7";"0";"2";"3";"1";"1";""
"202400000060";"155 781 643";"A01";"1";"7";"4";"2";"6";"11";"1";""
"202400000060";"155 781 645";"B01";"1";"34";"4";"2";"1";"3";"1";""
"202400000061";"155 781 642";"A01";"2";"7";"0";"2";"4";"11";"1";""
"202400000061";"155 781 644";"B01";"2";"31";"0";"2";"1";"3";"1";""
"202400000062";"155 781 640";"A01";"1";"31";"12";"0";"7";"26";"1";""
"202400000063";"155 781 639";"B01";"2";"7";"0";"2";"5";"1";"1";""
"202400000063";"155 781 641";"A01";"2";"10";"6";"2";"2";"13";"1";""
"202400000064";"155 781 637";"A01";"3";"7";"0";"9";"6";"10";"1";""
"202400000064";"155 781 638";"B01";"3";"1";"0";"2";"1";"1";"5";""
"202400000065";"155 781 636";"A01";"2";"7";"0";"0";"1";"0";"1";""
"202400000066";"155 781 635";"A01";"1";"7";"12";"0";"3";"1";"1";""
"202400000067";"155 781 633";"A01";"2";"7";"4";"0";"3";"1";"1";""
"202400000068";"155 781 632";"A01";"1";"7";"0";"2";"7";"15";"1";""
"202400000068";"155 781 634";"B01";"2";"30";"0";"2";"1";"1";"1";""
"202400000069";"155 781 631";"A01";"1";"7";"2";"0";"3";"17";"1";""
"202400000070";"155 781 628";"A01";"1";"7";"2";"0";"1";"1";"1";""
"202400000071";"155 781 629";"B01";"1";"7";"0";"2";"7";"19";"1";""
"202400000071";"155 781 630";"A01";"2";"10";"0";"2";"1";"19";"1";""
"202400000072";"155 781 624";"B01";"2";"7";"0";"2";"3";"26";"1";""
"202400000072";"155 781 626";"A01";"2";"2";"0";"2";"1";"1";"1";""
"202400000073";"155 781 625";"A01";"1";"10";"0";"2";"2";"19";"1";""
"202400000073";"155 781 627";"B01";"3";"31";"0";"2";"1";"1";"1";""
"202400000074";"155 781 622";"A01";"3";"1";"0";"2";"3";"12";"5";""
"202400000075";"155 781 621";"A01";"0";"33";"0";"2";"1";"1";"1";""
"202400000075";"155 781 623";"B01";"3";"10";"0";"2";"7";"15";"1";""
"202400000076";"155 781 618";"B01";"1";"2";"0";"2";"1";"1";"1";""
"202400000076";"155 781 620";"A01";"1";"7";"0";"2";"2";"12";"1";""
"202400000077";"155 781 616";"B01";"2";"10";"0";"2";"1";"1";"1";""
"202400000077";"155 781 617";"A01";"2";"7";"0";"0";"6";"15";"1";""
"202400000077";"155 781 619";"C01";"1";"38";"0";"2";"3";"1";"1";"1"
"202400000078";"155 781 614";"A01";"2";"50";"0";"2";"8";"19";"3";""
"202400000078";"155 781 615";"B01";"2";"34";"7";"2";"1";"1";"1";""
"202400000079";"155 781 613";"A01";"1";"7";"0";"1";"2";"9";"1";""
"202400000080";"155 781 610";"B01";"2";"2";"0";"2";"6";"11";"1";""
"202400000080";"155 781 612";"A01";"2";"2";"0";"2";"1";"17";"1";""
"202400000081";"155 781 609";"B01";"2";"1";"1";"0";"1";"1";"5";""
"202400000081";"155 781 611";"A01";"2";"7";"0";"2";"3";"22";"1";""
"202400000082";"155 781 608";"A01";"3";"7";"0";"1";"1";"15";"1";""
"202400000083";"155 781 607";"A01";"2";"7";"4";"0";"9";"0";"0";""
"202400000084";"155 781 606";"A01";"1";"7";"3";"0";"3";"0";"1";""
"202400000085";"155 781 604";"B01";"1";"15";"0";"2";"2";"1";"1";""
"202400000085";"155 781 605";"A01";"2";"7";"6";"2";"1";"11";"1";""
"202400000086";"155 781 603";"A01";"1";"10";"2";"0";"9";"26";"1";""
"202400000087";"155 781 601";"A01";"3";"10";"0";"2";"6";"4";"0";""
"202400000087";"155 781 602";"B01";"3";"34";"0";"2";"7";"26";"1";""
"202400000088";"155 781 600";"A01";"0";"10";"0";"1";"2";"1";"1";""
"202400000089";"155 781 599";"A01";"2";"7";"0";"0";"0";"1";"1";""
"202400000090";"155 781 597";"B01";"1";"17";"0";"0";"5";"1";"1";""
"202400000090";"155 781 598";"A01";"1";"7";"4";"2";"3";"2";"1";""
"202400000091";"155 781 595";"A01";"1";"37";"0";"1";"6";"1";"1";"1"
"202400000092";"155 781 594";"A01";"1";"10";"0";"0";"0";"1";"1";""
"202400000093";"155 781 590";"B01";"1";"7";"3";"0";"4";"2";"1";""
"202400000093";"155 781 591";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202400000094";"155 781 589";"A01";"3";"7";"0";"1";"1";"1";"1";""
"202400000095";"155 781 587";"B01";"2";"7";"0";"2";"3";"11";"1";""
"202400000095";"155 781 588";"A01";"2";"1";"0";"2";"5";"1";"5";""
"202400000096";"155 781 585";"A01";"1";"7";"0";"2";"4";"23";"0";""
"202400000096";"155 781 586";"B01";"1";"10";"0";"2";"1";"1";"0";""
"202400000097";"155 781 583";"A01";"2";"7";"0";"2";"3";"11";"1";""
"202400000097";"155 781 584";"B01";"2";"7";"0";"2";"5";"1";"1";""
"202400000098";"155 781 581";"A01";"2";"7";"0";"2";"2";"2";"1";""
"202400000098";"155 781 582";"B01";"2";"10";"0";"2";"5";"1";"1";""
"202400000099";"155 781 579";"B01";"2";"7";"0";"2";"4";"2";"1";""
"202400000099";"155 781 580";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202400000100";"155 781 578";"A01";"1";"33";"0";"2";"1";"2";"1";""
"202400000101";"155 781 575";"B01";"2";"7";"0";"2";"1";"2";"1";""
"202400000101";"155 781 576";"C01";"2";"7";"0";"2";"4";"2";"1";""
"202400000101";"155 781 577";"A01";"2";"7";"0";"2";"1";"2";"2";""
"202400000102";"155 781 573";"A01";"2";"7";"0";"2";"2";"1";"1";""
"202400000102";"155 781 574";"B01";"2";"14";"0";"2";"6";"26";"1";""
"202400000103";"155 781 571";"A01";"2";"33";"0";"2";"7";"3";"1";""
"202400000103";"155 781 572";"B01";"2";"7";"0";"2";"0";"2";"1";""
"202400000104";"155 781 569";"A01";"2";"1";"0";"2";"3";"21";"5";""
"202400000104";"155 781 570";"B01";"2";"7";"0";"2";"3";"17";"0";""
"202400000105";"155 781 567";"B01";"1";"32";"0";"2";"1";"1";"1";""
"202400000105";"155 781 568";"A01";"1";"7";"0";"2";"6";"20";"1";""
"202400000106";"155 781 564";"B01";"3";"7";"0";"2";"3";"2";"1";""
"202400000106";"155 781 565";"A01";"3";"0";"0";"2";"1";"1";"0";""
"202400000107";"155 781 562";"A01";"3";"10";"0";"2";"2";"1";"1";""
"202400000107";"155 781 563";"B01";"3";"7";"0";"2";"3";"9";"0";""
"202400000108";"155 781 560";"A01";"3";"2";"0";"2";"3";"1";"1";""
"202400000108";"155 781 561";"B01";"3";"10";"0";"2";"3";"9";"1";""
"202400000109";"155 781 557";"A01";"0";"7";"0";"1";"7";"1";"1";""
"202400000110";"155 781 555";"A01";"3";"7";"0";"2";"3";"15";"1";""
"202400000110";"155 781 556";"B01";"3";"1";"0";"2";"3";"0";"5";""
"202400000111";"155 781 553";"B01";"1";"7";"0";"2";"1";"0";"1";""
"202400000111";"155 781 554";"A01";"1";"7";"0";"2";"7";"1";"2";""
"202400000112";"155 781 551";"A01";"1";"7";"0";"2";"8";"13";"1";""
"202400000112";"155 781 552";"B01";"1";"7";"0";"2";"4";"1";"1";""
"202400000113";"155 781 549";"A01";"2";"7";"8";"0";"1";"0";"1";""
"202400000113";"155 781 550";"B01";"2";"7";"8";"0";"1";"0";"1";""
"202400000114";"155 781 547";"B01";"1";"7";"0";"2";"1";"1";"1";""
"202400000114";"155 781 548";"A01";"1";"7";"0";"2";"8";"10";"2";""
"202400000115";"155 781 546";"A01";"2";"50";"0";"0";"1";"26";"3";""
"202400000116";"155 781 545";"A01";"1";"10";"0";"1";"8";"1";"1";""
"202400000117";"155 781 543";"B01";"1";"33";"0";"2";"1";"1";"1";""
"202400000117";"155 781 544";"A01";"2";"7";"0";"2";"7";"15";"2";""
"202400000118";"155 781 542";"A01";"1";"33";"13";"0";"1";"1";"1";""
"202400000119";"155 781 540";"B01";"3";"33";"0";"2";"7";"1";"1";""
"202400000119";"155 781 541";"A01";"3";"37";"0";"2";"7";"15";"1";"1"
"202400000120";"155 781 538";"A01";"1";"33";"0";"2";"1";"17";"1";""
"202400000120";"155 781 539";"B01";"1";"7";"0";"9";"6";"10";"2";""
"202400000121";"155 781 536";"A01";"3";"7";"0";"2";"7";"20";"1";""
"202400000121";"155 781 537";"B01";"1";"2";"0";"2";"1";"1";"1";""
"202400000122";"155 781 534";"A01";"1";"7";"0";"2";"1";"17";"1";""
"202400000122";"155 781 535";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202400000123";"155 781 533";"A01";"2";"99";"1";"0";"1";"1";"0";""
"202400000124";"155 781 531";"A01";"3";"7";"0";"9";"6";"10";"1";""
"202400000124";"155 781 532";"B01";"3";"50";"0";"2";"1";"5";"3";""
"202400000125";"155 781 529";"A01";"1";"7";"0";"2";"8";"10";"1";""
"202400000125";"155 781 530";"B01";"1";"30";"0";"2";"2";"0";"1";""
"202400000126";"155 781 528";"A01";"1";"3";"2";"0";"3";"1";"1";""
"202400000127";"155 781 526";"A01";"2";"7";"0";"2";"2";"15";"1";""
"202400000127";"155 781 527";"B01";"1";"10";"0";"2";"1";"1";"1";""
"202400000128";"155 781 525";"A01";"2";"7";"15";"0";"1";"14";"1";""
"202400000129";"155 781 524";"A01";"2";"7";"0";"1";"2";"1";"1";""
"202400000130";"155 781 522";"A01";"1";"7";"0";"9";"7";"17";"1";""
"202400000130";"155 781 523";"B01";"1";"50";"0";"2";"8";"2";"3";""
"202400000131";"155 781 520";"A01";"3";"7";"0";"2";"2";"19";"1";""
"202400000131";"155 781 521";"B01";"1";"7";"0";"2";"1";"2";"1";""
"202400000132";"155 781 519";"A01";"1";"7";"0";"1";"2";"1";"1";""
"202400000133";"155 781 518";"A01";"3";"7";"6";"0";"1";"26";"1";""
"202400000134";"155 781 516";"B01";"1";"2";"0";"2";"3";"9";"1";""
"202400000134";"155 781 517";"A01";"2";"1";"0";"2";"1";"25";"5";""
"202400000135";"155 781 514";"A01";"1";"7";"0";"2";"1";"9";"1";""
"202400000135";"155 781 515";"B01";"1";"50";"0";"2";"4";"2";"3";""
"202400000136";"155 781 512";"A01";"1";"7";"0";"2";"3";"15";"1";""
"202400000136";"155 781 513";"B01";"2";"7";"0";"2";"3";"2";"1";""
"202400000137";"155 781 510";"B01";"3";"7";"0";"2";"7";"15";"1";""
"202400000137";"155 781 511";"A01";"2";"43";"0";"2";"1";"1";"1";""
"202400000138";"155 781 508";"A01";"1";"32";"12";"0";"0";"18";"1";""
"202400000138";"155 781 509";"B01";"2";"7";"0";"0";"0";"16";"1";""
"202400000139";"155 781 506";"B01";"1";"7";"0";"2";"4";"2";"1";""
"202400000139";"155 781 507";"A01";"1";"10";"0";"2";"1";"2";"1";""
"202400000140";"155 781 505";"A01";"2";"7";"5";"0";"3";"1";"1";""
"202400000141";"155 781 503";"A01";"0";"7";"0";"2";"2";"15";"1";""
"202400000141";"155 781 504";"B01";"0";"2";"0";"0";"0";"0";"1";""
"202400000142";"155 781 500";"B01";"1";"7";"1";"0";"4";"24";"1";""
"202400000142";"155 781 501";"C01";"1";"7";"1";"0";"4";"24";"1";""
"202400000142";"155 781 502";"A01";"1";"7";"1";"0";"1";"14";"1";""
"202400000143";"155 781 497";"A01";"2";"7";"0";"2";"1";"2";"1";""
"202400000143";"155 781 498";"B01";"2";"7";"0";"2";"4";"2";"2";""
"202400000143";"155 781 499";"C01";"2";"7";"0";"2";"4";"2";"1";""
"202400000144";"155 781 495";"B01";"3";"1";"0";"2";"8";"19";"5";""
"202400000144";"155 781 496";"A01";"2";"7";"0";"2";"3";"15";"1";""
"202400000145";"155 781 492";"A01";"3";"7";"0";"2";"1";"1";"1";""
"202400000145";"155 781 493";"B01";"3";"7";"0";"0";"4";"1";"1";""
"202400000146";"155 781 490";"B01";"1";"1";"0";"2";"8";"1";"5";""
"202400000146";"155 781 491";"A01";"1";"7";"0";"2";"1";"1";"2";""
"202400000147";"155 781 489";"A01";"2";"7";"0";"1";"1";"16";"1";""
"202400000148";"155 781 488";"A01";"3";"50";"0";"1";"7";"26";"3";""
"202400000149";"155 781 486";"B01";"2";"7";"0";"0";"3";"24";"2";""
"202400000149";"155 781 487";"A01";"2";"1";"1";"0";"1";"1";"5";""
"202400000150";"155 781 484";"A01";"1";"33";"0";"2";"1";"2";"1";""
"202400000150";"155 781 485";"B01";"1";"7";"0";"2";"7";"2";"3";""
"202400000151";"155 781 482";"B01";"1";"7";"0";"2";"2";"1";"1";""
"202400000151";"155 781 483";"A01";"1";"7";"0";"2";"3";"13";"1";""
"202400000152";"155 781 479";"C01";"1";"7";"0";"2";"4";"23";"1";""
"202400000152";"155 781 480";"A01";"1";"7";"0";"2";"1";"2";"1";""
"202400000152";"155 781 481";"B01";"1";"7";"0";"2";"4";"23";"2";""
"202400000153";"155 781 477";"B01";"2";"32";"0";"2";"2";"17";"1";""
"202400000153";"155 781 478";"A01";"2";"7";"0";"2";"3";"11";"1";""
"202400000154";"155 781 475";"B01";"2";"7";"0";"2";"1";"1";"1";""
"202400000154";"155 781 476";"A01";"2";"7";"0";"2";"4";"23";"1";""
"202400000155";"155 781 473";"A01";"3";"37";"0";"2";"4";"23";"1";"1"
"202400000155";"155 781 474";"B01";"3";"37";"0";"2";"1";"1";"1";"2"
"202400000156";"155 781 472";"A01";"2";"7";"0";"1";"1";"16";"0";""
"202400000157";"155 781 471";"A01";"1";"7";"0";"1";"1";"1";"1";""
"202400000158";"155 781 469";"A01";"1";"7";"0";"2";"1";"16";"1";""
"202400000158";"155 781 470";"B01";"2";"7";"0";"2";"2";"1";"1";""
"202400000159";"155 781 468";"A01";"1";"7";"2";"0";"1";"0";"1";""
"202400000160";"155 781 467";"A01";"1";"33";"4";"0";"3";"3";"1";""
"202400000161";"155 781 466";"A01";"1";"2";"13";"0";"1";"1";"1";""
"202400000162";"155 781 465";"A01";"1";"10";"13";"0";"3";"13";"1";""
"202400000163";"155 781 463";"A01";"0";"7";"0";"2";"1";"15";"1";""
"202400000163";"155 781 464";"B01";"0";"10";"0";"2";"3";"1";"1";""
"202400000164";"155 781 461";"A01";"2";"14";"0";"2";"1";"0";"1";""
"202400000164";"155 781 462";"B01";"2";"14";"0";"0";"4";"0";"1";""
"202400000165";"155 781 460";"A01";"1";"7";"2";"0";"1";"26";"1";""
"202400000166";"155 781 459";"A01";"1";"7";"2";"0";"1";"0";"1";""
"202400000167";"155 781 458";"A01";"0";"7";"13";"0";"1";"0";"1";""
"202400000168";"155 781 456";"A01";"3";"7";"0";"2";"7";"15";"1";""
"202400000168";"155 781 457";"B01";"3";"1";"0";"2";"2";"1";"5";""
"202400000169";"155 781 454";"A01";"2";"2";"0";"2";"8";"15";"1";""
"202400000169";"155 781 455";"B01";"2";"7";"0";"2";"7";"17";"1";""
"202400000170";"155 781 452";"B01";"2";"7";"0";"0";"3";"13";"1";""
"202400000170";"155 781 453";"A01";"1";"7";"0";"0";"3";"16";"1";""
"202400000171";"155 781 450";"A01";"1";"33";"3";"2";"2";"12";"1";""
"202400000171";"155 781 451";"B01";"1";"7";"0";"2";"0";"1";"1";""
"202400000172";"155 781 448";"A01";"2";"7";"0";"2";"1";"3";"1";""
"202400000172";"155 781 449";"B01";"2";"17";"0";"0";"6";"1";"1";""
"202400000173";"155 781 446";"A01";"2";"7";"0";"0";"1";"0";"1";""
"202400000174";"155 781 445";"A01";"1";"7";"0";"0";"1";"1";"1";""
"202400000174";"155 781 447";"B01";"2";"7";"0";"0";"1";"1";"1";""
"202400000175";"155 781 442";"A01";"2";"33";"0";"2";"1";"2";"1";""
"202400000175";"155 781 444";"B01";"2";"7";"0";"2";"4";"2";"1";""
"202400000176";"155 781 441";"A01";"1";"10";"0";"2";"1";"5";"1";""
"202400000176";"155 781 443";"B01";"2";"15";"0";"2";"1";"1";"1";""
"202400000177";"155 781 439";"A01";"2";"10";"0";"2";"1";"1";"1";""
"202400000177";"155 781 440";"B01";"2";"7";"0";"2";"4";"1";"1";""
"202400000178";"155 781 437";"A01";"1";"7";"0";"2";"5";"9";"1";""
"202400000178";"155 781 438";"B01";"1";"7";"0";"2";"3";"1";"2";""
"202400000179";"155 781 436";"A01";"1";"7";"4";"0";"8";"1";"1";""
"202400000180";"155 781 435";"A01";"1";"30";"15";"0";"1";"13";"1";""
"202400000181";"155 781 433";"B01";"3";"50";"0";"2";"8";"25";"3";""
"202400000181";"155 781 434";"A01";"1";"7";"0";"2";"1";"16";"1";""
"202400000182";"155 781 431";"B01";"2";"30";"0";"2";"5";"16";"0";""
"202400000182";"155 781 432";"A01";"2";"7";"0";"2";"6";"15";"1";""
"202400000183";"155 781 428";"B01";"1";"7";"0";"2";"1";"15";"1";""
"202400000183";"155 781 430";"A01";"2";"7";"0";"2";"3";"1";"1";""
"202400000184";"155 781 425";"C01";"2";"7";"0";"2";"5";"2";"1";""
"202400000184";"155 781 427";"A01";"2";"33";"0";"2";"2";"9";"1";""
"202400000184";"155 781 429";"B01";"2";"7";"0";"2";"6";"2";"1";""
"202400000185";"155 781 426";"A01";"1";"33";"0";"0";"0";"0";"1";""
"202400000186";"155 781 423";"A01";"1";"7";"6";"0";"1";"15";"1";""
"202400000187";"155 781 421";"B01";"1";"7";"0";"2";"6";"2";"1";""
"202400000187";"155 781 422";"C01";"2";"7";"0";"2";"1";"5";"1";""
"202400000187";"155 781 424";"A01";"1";"7";"0";"2";"1";"21";"1";""
"202400000188";"155 781 418";"B01";"3";"7";"0";"2";"3";"0";"1";""
"202400000188";"155 781 420";"A01";"3";"33";"0";"2";"3";"0";"1";""
"202400000189";"155 781 417";"A01";"1";"3";"0";"2";"4";"26";"6";""
"202400000189";"155 781 419";"B01";"1";"99";"0";"2";"1";"26";"6";""
"202400000190";"155 781 416";"A01";"1";"7";"6";"0";"1";"2";"1";""
"202400000191";"155 781 415";"A01";"1";"33";"14";"0";"3";"11";"1";""
"202400000192";"155 781 413";"B01";"1";"10";"0";"2";"3";"21";"1";""
"202400000192";"155 781 414";"A01";"2";"1";"0";"2";"1";"13";"5";""
"202400000193";"155 781 411";"A01";"3";"7";"14";"0";"1";"2";"1";""
"202400000193";"155 781 412";"B01";"3";"7";"0";"2";"1";"2";"1";""
"202400000194";"155 781 409";"A01";"3";"7";"0";"2";"2";"9";"1";""
"202400000194";"155 781 410";"B01";"3";"33";"0";"2";"3";"1";"1";""
"202400000195";"155 781 408";"A01";"2";"2";"0";"0";"0";"0";"0";""
"202400000196";"155 781 405";"A01";"2";"7";"0";"2";"8";"16";"1";""
"202400000196";"155 781 407";"B01";"1";"7";"0";"2";"3";"1";"1";""
"202400000197";"155 781 404";"B01";"1";"1";"0";"2";"4";"1";"5";""
"202400000197";"155 781 406";"A01";"1";"7";"0";"2";"1";"16";"1";""
"202400000198";"155 781 403";"A01";"2";"7";"17";"0";"1";"1";"1";""
"202400000199";"155 781 401";"B01";"2";"7";"0";"2";"1";"2";"1";""
"202400000199";"155 781 402";"A01";"1";"7";"0";"2";"3";"0";"1";""
"202400000200";"155 781 400";"A01";"0";"1";"0";"0";"0";"0";"5";""
"202400000201";"155 781 399";"A01";"1";"1";"0";"0";"8";"1";"5";""
"202400000202";"155 781 398";"A01";"0";"10";"0";"1";"4";"4";"1";""
"202400000203";"155 781 397";"A01";"1";"7";"13";"0";"0";"1";"1";""
