"Num_Acc";"id_vehicule";"num_veh";"senc";"catv";"obs";"obsm";"choc";"manv";"motor";"occutc"
"201900000019";"138 306 491";"B01";"3";"7";"0";"2";"6";"15";"1";""
"201900000019";"138 306 492";"A01";"3";"30";"0";"2";"1";"17";"1";""
"201900000020";"138 306 490";"A01";"3";"37";"0";"1";"2";"23";"1";"1"
"201900000021";"138 306 488";"A01";"1";"7";"0";"2";"3";"1";"1";""
"201900000021";"138 306 489";"B01";"2";"32";"0";"2";"3";"1";"1";""
"201900000022";"138 306 487";"A01";"2";"30";"0";"0";"8";"1";"1";""
"201900000023";"138 306 485";"A01";"2";"7";"0";"2";"3";"1";"1";""
"201900000023";"138 306 486";"B01";"1";"7";"0";"2";"2";"1";"1";""
"201900000024";"138 306 483";"B01";"3";"50";"0";"2";"0";"0";"3";""
"201900000024";"138 306 484";"A01";"3";"38";"0";"2";"0";"0";"1";"1"
"201900000025";"138 306 482";"A01";"2";"7";"0";"1";"3";"1";"1";""
"201900000026";"138 306 479";"A01";"3";"7";"0";"2";"1";"2";"1";""
"201900000026";"138 306 480";"B01";"3";"7";"0";"2";"4";"2";"1";""
"201900000026";"138 306 481";"C01";"3";"7";"0";"2";"4";"2";"1";""
"201900000027";"138 306 478";"A01";"1";"7";"0";"1";"2";"1";"0";""
"201900000028";"138 306 475";"A01";"3";"7";"0";"9";"1";"1";"1";""
"201900000029";"138 306 473";"B01";"0";"7";"0";"2";"2";"16";"1";""
"201900000029";"138 306 474";"A01";"0";"50";"0";"2";"0";"19";"3";""
"201900000030";"138 306 471";"A01";"1";"10";"0";"2";"2";"1";"1";""
"201900000030";"138 306 472";"B01";"2";"7";"0";"2";"3";"15";"1";""
"201900000031";"138 306 470";"A01";"2";"33";"0";"1";"1";"21";"1";""
"201900000032";"138 306 468";"B01";"2";"7";"0";"1";"5";"26";"6";""
"201900000032";"138 306 469";"A01";"2";"7";"9";"2";"3";"21";"6";""
"201900000033";"138 306 466";"A01";"0";"10";"0";"2";"1";"1";"1";""
"201900000033";"138 306 467";"B01";"0";"7";"0";"2";"2";"13";"1";""
"201900000034";"138 306 465";"A01";"1";"7";"0";"1";"3";"1";"1";""
"201900000035";"138 306 464";"A01";"3";"7";"0";"0";"0";"1";"1";""
"201900000036";"138 306 462";"B01";"3";"7";"0";"2";"2";"1";"1";""
"201900000036";"138 306 463";"A01";"3";"7";"0";"2";"1";"1";"1";""
"201900000037";"138 306 460";"B01";"2";"1";"0";"2";"8";"19";"5";""
"201900000037";"138 306 461";"A01";"1";"40";"0";"2";"0";"1";"3";""
"201900000038";"138 306 458";"B01";"2";"1";"0";"2";"1";"1";"5";""
"201900000038";"138 306 459";"A01";"1";"7";"0";"2";"1";"15";"1";""
"201900000039";"138 306 457";"A01";"1";"7";"0";"1";"1";"1";"1";""
"201900000040";"138 306 456";"A01";"1";"15";"6";"0";"1";"1";"1";""
"201900000041";"138 306 454";"B01";"2";"7";"0";"2";"5";"1";"1";""
"201900000041";"138 306 455";"A01";"2";"14";"0";"2";"1";"9";"1";""
"201900000042";"138 306 453";"A01";"1";"7";"0";"1";"7";"1";"1";""
"201900000043";"138 306 449";"B01";"2";"7";"0";"2";"8";"15";"1";""
"201900000043";"138 306 450";"A01";"2";"30";"0";"2";"1";"17";"1";""
"201900000044";"138 306 448";"A01";"0";"10";"0";"2";"2";"1";"1";""
"201900000045";"138 306 447";"A01";"0";"99";"0";"0";"9";"1";"0";""
"201900000046";"138 306 445";"A01";"1";"10";"0";"1";"3";"1";"1";""
"201900000047";"138 306 444";"A01";"1";"30";"1";"0";"1";"1";"1";""
"201900000048";"138 306 443";"A01";"0";"17";"0";"1";"0";"1";"1";""
"201900000049";"138 306 442";"A01";"1";"1";"14";"0";"0";"0";"5";""
"201900000050";"138 306 439";"C01";"2";"7";"0";"2";"4";"23";"1";""
"201900000050";"138 306 440";"B01";"2";"7";"0";"2";"4";"23";"1";""
"201900000050";"138 306 441";"A01";"2";"7";"0";"2";"1";"2";"1";""
"201900000051";"138 306 437";"B01";"0";"1";"0";"2";"0";"9";"5";""
"201900000051";"138 306 438";"A01";"0";"7";"0";"2";"0";"9";"1";""
"201900000052";"138 306 434";"B01";"1";"14";"0";"2";"1";"0";"1";""
"201900000052";"138 306 435";"A01";"2";"32";"0";"2";"1";"0";"1";""
"201900000053";"138 306 433";"A01";"1";"7";"0";"1";"8";"26";"1";""
"201900000054";"138 306 431";"A01";"2";"33";"0";"2";"1";"2";"1";""
"201900000054";"138 306 432";"B01";"2";"7";"0";"2";"6";"2";"1";""
"201900000055";"138 306 429";"B01";"3";"7";"0";"2";"0";"0";"1";""
"201900000055";"138 306 430";"A01";"3";"7";"6";"2";"6";"26";"1";""
"201900000056";"138 306 428";"A01";"3";"7";"0";"1";"1";"1";"1";""
"201900000057";"138 306 427";"A01";"2";"7";"0";"1";"2";"1";"1";""
"201900000058";"138 306 425";"Z01";"2";"7";"0";"2";"0";"0";"1";""
"201900000058";"138 306 426";"A01";"2";"30";"0";"2";"4";"15";"1";""
"201900000059";"138 306 423";"A01";"2";"7";"0";"2";"1";"1";"1";""
"201900000059";"138 306 424";"B01";"0";"1";"0";"2";"1";"1";"5";""
"201900000060";"138 306 421";"A01";"2";"1";"0";"2";"4";"1";"5";""
"201900000060";"138 306 422";"Z01";"2";"7";"0";"2";"1";"9";"1";""
"201900000061";"138 306 419";"B01";"2";"2";"0";"2";"1";"1";"1";""
"201900000061";"138 306 420";"A01";"1";"7";"0";"2";"1";"15";"1";""
"201900000062";"138 306 417";"A01";"2";"7";"0";"2";"0";"16";"1";""
"201900000062";"138 306 418";"B01";"2";"80";"0";"2";"0";"1";"3";""
"201900000063";"138 306 416";"A01";"0";"7";"4";"0";"9";"26";"1";""
"201900000064";"138 306 414";"Z01";"0";"7";"0";"2";"0";"0";"0";""
"201900000064";"138 306 415";"A01";"0";"1";"0";"2";"7";"1";"5";""
"201900000065";"138 306 412";"A01";"1";"1";"0";"2";"1";"1";"5";""
"201900000065";"138 306 413";"B01";"1";"7";"0";"2";"2";"16";"1";""
"201900000066";"138 306 410";"A01";"1";"32";"0";"2";"8";"1";"1";""
"201900000066";"138 306 411";"B01";"2";"7";"0";"2";"1";"1";"1";""
"201900000067";"138 306 409";"A01";"3";"7";"15";"0";"9";"19";"1";""
"201900000068";"138 306 408";"A01";"1";"7";"13";"0";"0";"1";"1";""
"201900000069";"138 306 407";"A01";"1";"7";"0";"1";"1";"1";"1";""
"201900000070";"138 306 405";"A01";"3";"30";"0";"2";"5";"2";"1";""
"201900000070";"138 306 406";"B01";"3";"7";"0";"2";"1";"2";"1";""
"201900000071";"138 306 404";"A01";"2";"30";"0";"0";"0";"1";"3";""
"201900000072";"138 306 402";"B01";"1";"7";"0";"2";"3";"1";"1";""
"201900000072";"138 306 403";"A01";"2";"7";"0";"2";"1";"15";"1";""
"201900000073";"138 306 401";"A01";"1";"7";"0";"1";"2";"1";"1";""
"201900000074";"138 306 399";"C01";"3";"7";"0";"2";"3";"1";"1";""
"201900000074";"138 306 400";"A01";"3";"7";"1";"2";"2";"1";"1";""
"201900000075";"138 306 397";"A01";"3";"7";"0";"2";"1";"13";"1";""
"201900000075";"138 306 398";"B01";"3";"7";"0";"2";"1";"1";"1";""
"201900000076";"138 306 395";"A01";"1";"10";"0";"2";"3";"9";"1";""
"201900000076";"138 306 396";"B01";"2";"2";"0";"2";"2";"1";"1";""
"201900000077";"138 306 394";"A01";"1";"7";"13";"0";"9";"17";"0";""
"201900000078";"138 306 392";"B01";"0";"7";"0";"2";"2";"16";"1";""
"201900000078";"138 306 393";"A01";"0";"34";"0";"2";"1";"1";"1";""
"201900000079";"138 306 390";"A01";"2";"7";"0";"2";"8";"13";"1";""
"201900000079";"138 306 391";"B01";"2";"33";"0";"2";"7";"17";"1";""
"201900000080";"138 306 389";"A01";"0";"7";"0";"1";"1";"1";"1";""
"201900000081";"138 306 388";"A01";"2";"7";"13";"0";"1";"14";"1";""
"201900000082";"138 306 387";"A01";"2";"34";"8";"0";"1";"0";"0";""
"201900000083";"138 306 384";"C01";"2";"7";"0";"0";"4";"1";"1";""
"201900000083";"138 306 385";"B01";"2";"7";"0";"2";"4";"1";"1";""
"201900000083";"138 306 386";"A01";"2";"7";"0";"2";"1";"1";"1";""
"201900000084";"138 306 382";"B01";"3";"10";"0";"2";"3";"1";"1";""
"201900000084";"138 306 383";"A01";"0";"33";"0";"2";"1";"21";"1";""
"201900000085";"138 306 380";"B01";"1";"7";"0";"2";"2";"2";"1";""
"201900000085";"138 306 381";"A01";"1";"2";"0";"2";"3";"2";"1";""
"201900000086";"138 306 378";"A01";"1";"7";"1";"0";"1";"2";"1";""
"201900000086";"138 306 379";"B01";"1";"7";"0";"0";"4";"23";"1";""
"201900000087";"138 306 376";"B01";"3";"7";"0";"2";"8";"1";"1";""
"201900000087";"138 306 377";"A01";"3";"2";"0";"2";"1";"1";"1";""
"201900000088";"138 306 375";"A01";"1";"2";"9";"0";"1";"0";"1";""
"201900000089";"138 306 374";"A01";"1";"7";"0";"0";"9";"14";"0";""
"201900000090";"138 306 372";"B01";"3";"7";"0";"2";"3";"1";"1";""
"201900000090";"138 306 373";"A01";"1";"7";"0";"2";"3";"13";"1";""
"201900000091";"138 306 371";"A01";"2";"7";"13";"0";"9";"1";"1";""
"201900000092";"138 306 367";"A01";"1";"10";"0";"2";"1";"2";"1";""
"201900000092";"138 306 368";"B01";"1";"7";"0";"2";"1";"2";"1";""
"201900000092";"138 306 369";"C01";"1";"7";"0";"2";"4";"2";"1";""
"201900000092";"138 306 370";"D01";"1";"7";"0";"2";"1";"2";"1";""
"201900000093";"138 306 365";"A01";"1";"7";"0";"2";"1";"2";"1";""
"201900000093";"138 306 366";"B01";"1";"7";"0";"2";"4";"2";"1";""
"201900000094";"138 306 363";"B01";"1";"7";"0";"2";"4";"2";"1";""
"201900000094";"138 306 364";"A01";"1";"15";"0";"2";"1";"2";"1";""
"201900000095";"138 306 361";"A01";"1";"33";"0";"2";"1";"3";"1";""
"201900000095";"138 306 362";"B01";"1";"7";"0";"2";"5";"12";"1";""
"201900000096";"138 306 360";"A01";"2";"7";"4";"0";"1";"1";"1";""
"201900000097";"138 306 359";"A01";"1";"7";"4";"0";"1";"13";"1";""
"201900000098";"138 306 357";"Z01";"1";"7";"0";"2";"1";"0";"0";""
"201900000098";"138 306 358";"A01";"1";"7";"0";"2";"4";"2";"1";""
"201900000099";"138 306 355";"B01";"2";"33";"0";"2";"1";"1";"1";""
"201900000099";"138 306 356";"A01";"2";"7";"0";"2";"5";"12";"1";""
"201900000100";"138 306 351";"A01";"1";"7";"0";"2";"1";"1";"1";""
"201900000100";"138 306 352";"B01";"1";"7";"0";"2";"4";"2";"1";""
"201900000100";"138 306 353";"C01";"1";"7";"0";"2";"3";"1";"1";""
"201900000100";"138 306 354";"D01";"1";"7";"0";"2";"4";"2";"1";""
"201900000101";"138 306 349";"B01";"1";"7";"0";"2";"6";"26";"1";""
"201900000101";"138 306 350";"A01";"1";"17";"0";"2";"2";"12";"1";""
"201900000102";"138 306 347";"B01";"2";"1";"0";"2";"2";"1";"5";""
"201900000102";"138 306 348";"A01";"2";"7";"0";"2";"1";"15";"1";""
"201900000103";"138 306 344";"A01";"1";"7";"1";"0";"3";"26";"1";""
"201900000103";"138 306 345";"B01";"0";"7";"0";"2";"8";"26";"1";""
"201900000103";"138 306 346";"C01";"0";"7";"0";"2";"8";"26";"1";""
"201900000104";"138 306 342";"B01";"1";"40";"0";"2";"7";"1";"3";""
"201900000104";"138 306 343";"A01";"1";"7";"0";" -1";"8";"15";"1";""
"201900000105";"138 306 341";"A01";"0";"7";"0";"1";"1";"0";"1";""
"201900000106";"138 306 340";"A01";"1";"7";"0";"1";"1";"15";"1";""
"201900000107";"138 306 338";"A01";"1";"33";"0";"2";"2";"1";"1";""
"201900000107";"138 306 339";"B01";"1";"7";"0";"2";"8";"11";"1";""
"201900000108";"138 306 336";"A01";"1";"7";"0";"2";"0";"10";"1";""
"201900000108";"138 306 337";"B01";"1";"32";"0";"2";"0";"1";"1";""
"201900000109";"138 306 333";"A01";"1";"10";"0";"1";"3";"1";"1";""
"201900000110";"138 306 331";"A01";"2";"7";"0";"2";"3";"1";"1";""
"201900000110";"138 306 332";"B01";"1";"7";"0";"2";"1";"26";"1";""
"201900000111";"138 306 325";"B01";"2";"7";"0";"2";"4";"1";"1";""
"201900000111";"138 306 326";"A01";"2";"7";"0";"2";"1";"1";"6";""
"201900000112";"138 306 324";"A01";"3";"7";"0";"1";"1";"26";"0";""
"201900000113";"138 306 322";"B01";"3";"7";"0";"2";"0";"0";"1";""
"201900000113";"138 306 323";"A01";"3";"1";"0";"2";"8";"14";"5";""
"201900000114";"138 306 321";"A01";"3";"7";"0";"1";"2";"26";"2";""
"201900000115";"138 306 319";"B01";"3";"33";"0";"2";"1";"17";"1";""
"201900000115";"138 306 320";"A01";"3";"7";"0";"2";"2";"9";"1";""
"201900000116";"138 306 318";"A01";"1";"7";"13";"0";"0";"1";"1";""
"201900000117";"138 306 316";"A01";"1";"7";"0";"2";"7";"15";"1";""
"201900000117";"138 306 317";"B01";"2";"34";"0";"2";"1";"1";"1";""
"201900000118";"138 306 314";"B01";"0";"10";"0";"2";"1";"2";"0";""
"201900000118";"138 306 315";"A01";"0";"7";"0";"2";"4";"2";"1";""
"201900000119";"138 306 311";"B01";"0";"7";"0";"9";"2";"1";"1";""
"201900000119";"138 306 312";"A01";"3";"60";"0";"2";"3";"19";"5";""
"201900000120";"138 306 310";"A01";"1";"30";"0";"1";"1";"1";"1";""
"201900000121";"138 306 307";"A01";"0";"7";"0";"1";"8";"2";"1";""
"201900000122";"138 306 305";"A01";"1";"34";"0";"2";"1";"1";"1";""
"201900000122";"138 306 306";"B01";"2";"7";"0";"2";"5";"15";"1";""
"201900000123";"138 306 303";"A01";"3";"7";"0";"2";"1";"5";"1";""
"201900000123";"138 306 304";"B01";"3";"7";"0";"2";"1";"1";"1";""
"201900000124";"138 306 297";"A01";"2";"7";"0";"1";"3";"16";"1";""
"201900000125";"138 306 295";"B01";"2";"31";"0";"2";"1";"1";"1";""
"201900000125";"138 306 296";"A01";"2";"7";"0";"2";"2";"15";"1";""
"201900000126";"138 306 293";"B01";"1";"7";"0";"2";"1";"1";"1";""
"201900000126";"138 306 294";"A01";"2";"7";"0";"2";"1";"15";"1";""
"201900000127";"138 306 291";"A01";"2";"7";"0";"2";"1";"15";"1";""
"201900000127";"138 306 292";"B01";"2";"7";"0";"2";"2";"1";"1";""
"201900000128";"138 306 289";"B01";"3";"7";"0";"2";"1";"0";"1";""
"201900000128";"138 306 290";"A01";"3";"7";"0";"2";"8";"10";"1";""
"201900000129";"138 306 285";"C01";"3";"7";"0";"2";"3";"1";"1";""
"201900000129";"138 306 286";"B01";"3";"7";"0";"2";"3";"1";"1";""
"201900000129";"138 306 287";"A01";"3";"15";"0";"2";"2";"12";"1";""
"201900000130";"138 306 283";"A01";"1";"37";"6";"0";"1";"26";"1";"4"
"201900000131";"138 306 282";"A01";"2";"15";"0";"1";"3";"1";"1";""
"201900000132";"138 306 273";"A01";"2";"7";"0";"2";"2";"15";"1";""
"201900000132";"138 306 274";"B01";"1";"33";"0";"2";"1";"1";"1";""
"201900000132";"138 306 275";"C01";"1";"7";"0";"2";"1";"23";"1";""
"201900000133";"138 306 269";"A01";"3";"38";"0";"1";"2";"16";"1";"1"
"201900000134";"138 306 268";"A01";"1";"7";"2";"0";"7";"1";"1";""
"201900000135";"138 306 262";"A01";"1";"7";"0";"1";"2";"1";"1";""
"201900000136";"138 306 261";"A01";"3";"7";"0";"1";"2";"15";"6";""
"201900000137";"138 306 260";"A01";"3";"7";"0";"1";"2";"1";"1";""
"201900000138";"138 306 256";"B01";"2";"2";"0";"2";"1";"1";"1";""
"201900000138";"138 306 257";"A01";"2";"7";"0";"2";"3";"16";"1";""
"201900000139";"138 306 252";"A01";"1";"7";"0";"2";"1";"17";"0";""
"201900000139";"138 306 253";"B01";"2";"7";"0";"2";"6";"1";"0";""
"201900000139";"138 306 254";"C01";"2";"7";"0";"2";"3";"0";"0";""
"201900000139";"138 306 255";"D01";"2";"7";"0";"2";"1";"1";"0";""
"201900000140";"138 306 251";"A01";"3";"0";"0";"0";"0";"26";"0";""
"201900000141";"138 306 248";"C01";"2";"7";"0";"2";"4";"1";"1";""
"201900000141";"138 306 249";"B01";"2";"7";"0";"2";"4";"1";"1";""
"201900000141";"138 306 250";"A01";"2";"7";"0";"2";"1";"1";"1";""
"201900000142";"138 306 245";"A01";"1";"7";"0";"2";"1";"13";"1";""
"201900000142";"138 306 246";"B01";"2";"7";"0";"2";"8";"1";"1";""
"201900000142";"138 306 247";"C01";"2";"7";"0";"2";"1";"1";"1";""
"201900000143";"138 306 243";"A01";"1";"7";"0";"2";"1";"1";"1";""
"201900000143";"138 306 244";"B01";"2";"1";"0";"2";"1";"5";"5";""
"201900000144";"138 306 242";"A01";"1";"7";"0";"1";"1";"15";"1";""
"201900000145";"138 306 241";"A01";"2";"1";"0";"0";"1";"26";"5";""
"201900000146";"138 306 240";"A01";"1";"7";"0";"1";"1";"1";"1";""
"201900000147";"138 306 239";"A01";"2";"7";"6";"0";"1";"15";"1";""
"201900000148";"138 306 237";"A01";"2";"33";"0";"2";"7";"15";"1";""
"201900000148";"138 306 238";"B01";"1";"7";"0";"2";"3";"19";"1";""
"201900000149";"138 306 235";"B01";"2";"7";"0";"2";"1";"1";"1";""
"201900000149";"138 306 236";"A01";"1";"7";"0";"2";"1";"13";"1";""
"201900000150";"138 306 233";"A01";"2";"33";"0";"2";"1";"0";"1";""
"201900000150";"138 306 234";"B01";"2";"7";"0";"2";"5";"2";"1";""
"201900000151";"138 306 231";"B01";"0";"1";"0";"2";"1";"1";"5";""
"201900000151";"138 306 232";"A01";"0";"7";"0";"2";"8";"9";"1";""
"201900000152";"138 306 229";"A01";"2";"7";"0";"2";"2";"19";"1";""
"201900000152";"138 306 230";"B01";"2";"2";"0";"0";"6";"1";"1";""
"201900000153";"138 306 228";"A01";"2";"14";"16";"0";"3";"1";"1";""
"201900000154";"138 306 227";"A01";"1";"7";"2";"0";"1";"13";"0";""
"201900000155";"138 306 225";"A01";"2";"7";"0";"1";"2";"1";"1";""
"201900000156";"138 306 223";"B01";"2";"7";"0";"2";"3";"1";"1";""
"201900000156";"138 306 224";"A01";"1";"33";"0";"2";"1";"17";"1";""
"201900000157";"138 306 222";"A01";"2";"7";"0";"1";"2";"1";"2";""
"201900000158";"138 306 221";"A01";"2";"7";"13";"0";"3";"13";"1";""
"201900000159";"138 306 220";"A01";"0";"7";"0";"1";"4";"4";"1";""
"201900000160";"138 306 219";"A01";"1";"7";"6";"0";"8";"1";"1";""
"201900000161";"138 306 217";"B01";"2";"2";"0";"2";"1";"21";"1";""
"201900000161";"138 306 218";"A01";"1";"7";"0";"2";"7";"15";"1";""
"201900000162";"138 306 215";"A01";"1";"7";"0";"2";"3";"13";"1";""
"201900000162";"138 306 216";"B01";"2";"7";"0";"2";"3";"1";"1";""
"201900000163";"138 306 214";"A01";"1";"33";"0";"0";"0";"1";"1";""
"201900000164";"138 306 212";"B01";"0";"7";"0";"2";"3";"1";"1";""
"201900000164";"138 306 213";"A01";"0";"7";"0";"2";"3";"5";"1";""
"201900000165";"138 306 211";"A01";"1";"33";"0";"0";"0";"1";"1";""
"201900000166";"138 306 209";"A01";"3";"21";"0";"0";"9";"16";"1";""
"201900000167";"138 306 208";"A01";"3";"7";"13";"0";"1";"1";"6";""
"201900000168";"138 306 206";"A01";"3";"31";"0";"2";"1";"9";"1";""
"201900000168";"138 306 207";"B01";"3";"7";"0";"2";"3";"2";"1";""
"201900000169";"138 306 204";"B01";"2";"7";"0";"2";"1";"1";"1";""
"201900000169";"138 306 205";"A01";"3";"7";"0";"0";"2";"19";"1";""
"201900000170";"138 306 203";"A01";"1";"2";"12";"0";"7";"1";"1";""
"201900000171";"138 306 201";"B01";"1";"15";"0";"2";"7";"15";"1";""
"201900000171";"138 306 202";"A01";"2";"33";"0";"2";"1";"1";"1";""
"201900000172";"138 306 199";"A01";"1";"7";"0";"2";"3";"5";"1";""
"201900000172";"138 306 200";"B01";"2";"7";"0";"2";"3";"1";"1";""
"201900000173";"138 306 197";"B01";"1";"7";"0";"2";"4";"9";"1";""
"201900000173";"138 306 198";"A01";"1";"7";"0";"2";"1";"17";"1";""
"201900000174";"138 306 196";"A01";"3";"7";"0";"1";"6";"4";"1";""
"201900000175";"138 306 195";"A01";"1";"7";"0";"0";"9";"1";"1";""
"201900000176";"138 306 193";"A01";"1";"7";"0";"2";"1";"2";"0";""
"201900000176";"138 306 194";"B01";"1";"7";"0";"0";"4";"2";"0";""
"201900000177";"138 306 190";"A01";"3";"2";"13";"0";"8";"14";"1";""
"201900000178";"138 306 188";"B01";"1";"7";"0";"2";"2";"1";"1";""
"201900000178";"138 306 189";"A01";"1";"7";"0";"2";"3";"1";"1";""
"201900000179";"138 306 187";"A01";"2";"31";"3";"0";"0";"1";"1";""
"201900000180";"138 306 185";"B01";"2";"7";"0";"0";"5";"2";"1";""
"201900000180";"138 306 186";"A01";"2";"33";"0";"2";"1";"2";"1";""
"201900000181";"138 306 182";"C01";"2";"1";"0";"2";"0";"1";"5";""
"201900000181";"138 306 183";"B01";"2";"1";"0";"2";"0";"1";"5";""
"201900000181";"138 306 184";"A01";"2";"3";"0";"2";"7";"17";"1";""
"201900000182";"138 306 180";"B01";"1";"1";"0";"0";"4";"2";"5";""
"201900000182";"138 306 181";"A01";"1";"7";"0";"2";"1";"17";"1";""
"201900000183";"138 306 178";"B01";"1";"33";"0";"2";"3";"1";"1";""
"201900000183";"138 306 179";"A01";"1";"7";"0";"2";"6";"0";"1";""
"201900000184";"138 306 176";"A01";"1";"7";"0";"2";"2";"1";"1";""
"201900000184";"138 306 177";"B01";"1";"2";"0";"2";"3";"19";"1";""
"201900000185";"138 306 175";"A01";"2";"7";"0";"0";"9";"1";"1";""
"201900000186";"138 306 173";"B01";"2";"7";"0";"2";"3";"1";"1";""
"201900000186";"138 306 174";"A01";"3";"2";"0";"0";"8";"19";"1";""
"201900000187";"138 306 171";"B01";"2";"2";"0";"2";"3";"1";"1";""
"201900000187";"138 306 172";"A01";"1";"7";"3";"0";"3";"21";"1";""
"201900000188";"138 306 169";"B01";"2";"1";"0";"2";"3";"1";"5";""
"201900000188";"138 306 170";"A01";"1";"7";"0";"9";"1";"15";"1";""
"201900000189";"138 306 167";"A01";"0";"7";"0";"2";"3";"1";"1";""
"201900000189";"138 306 168";"B01";"0";"2";"0";"2";"1";"1";"1";""
"201900000190";"138 306 165";"B01";"2";"7";"0";"2";"1";"17";"1";""
"201900000190";"138 306 166";"A01";"1";"7";"0";"2";"3";"1";"1";""
"201900000191";"138 306 163";"B01";"2";"7";"0";"2";"1";"0";"2";""
"201900000191";"138 306 164";"A01";"2";"7";"0";"0";"0";"2";"0";""
"201900000192";"138 306 161";"B01";"1";"1";"0";"0";"0";"1";"5";""
"201900000192";"138 306 162";"A01";"1";"33";"0";"0";"0";"0";"1";""
"201900000193";"138 306 159";"B01";"2";"7";"0";"0";"4";"23";"6";""
"201900000193";"138 306 160";"A01";"2";"7";"1";"0";"1";"2";"6";""
"201900000194";"138 306 158";"A01";"2";"13";"3";"0";"3";"1";"1";""
"201900000195";"138 306 156";"B01";"1";"15";"0";"2";"1";"2";"1";""
"201900000195";"138 306 157";"A01";"1";"15";"0";"0";"4";"1";"1";""
"201900000196";"138 306 154";"A01";"2";"7";"0";"2";"2";"15";"1";""
"201900000196";"138 306 155";"B01";"1";"2";"0";"2";"1";"1";"1";""
"201900000197";"138 306 153";"A01";"3";"7";"0";"1";"6";"1";"0";""
"201900000198";"138 306 152";"A01";"3";"7";"13";"0";"9";"15";"1";""
"201900000199";"138 306 148";"A01";"1";"7";"0";"2";"2";"2";"1";""
"201900000199";"138 306 149";"B01";"1";"7";"0";"2";"6";"2";"1";""
"201900000199";"138 306 150";"C01";"1";"7";"0";"2";"8";"2";"1";""
"201900000199";"138 306 151";"D01";"1";"7";"0";"2";"5";"2";"1";""
"201900000200";"138 306 145";"A01";"1";"7";"3";"0";"0";"0";"1";""
"201900000200";"138 306 146";"B01";"1";"17";"0";"2";"3";"23";"1";""
"201900000200";"138 306 147";"C01";"1";"7";"0";"2";"2";"2";"1";""
"201900000201";"138 306 144";"A01";"2";"7";"7";"0";"1";"1";"1";""
"201900000202";"138 306 143";"A01";"2";"2";"0";"2";"6";"1";"1";""
"201900000203";"138 306 141";"A01";"2";"10";"0";"2";"1";"13";"1";""
"201900000203";"138 306 142";"B01";"1";"17";"0";"2";"1";"1";"1";""
"201900000204";"138 306 140";"A01";"2";"33";"3";"0";"7";"1";"1";""
"201900000205";"138 306 138";"B01";"2";"7";"0";"2";"3";"1";"1";""
"201900000205";"138 306 139";"A01";"1";"33";"0";"2";"3";"13";"1";""
"201900000206";"138 306 137";"A01";"1";"7";"3";"0";"1";"0";"0";""
"201900000207";"138 306 136";"A01";"1";"7";"3";"0";"1";"14";"1";""
