"Num_Acc";"id_usager";"id_vehicule";"num_veh";"place";"catu";"grav";"sexe";"an_nais";"trajet";"secu1";"secu2";"secu3";"locp";"actp";"etatp"
"202300000009";"203 851 163";"155 680 542";"B01";"1";"1";"4";"1";"2003";"0";"2";"6";" -1";" -1";" -1";" -1"
"202300000010";"203 851 160";"155 680 540";"B01";"1";"1";"1";"1";"1999";"5";"1";"8";" -1";"0";"0";" -1"
"202300000010";"203 851 161";"155 680 540";"B01";"10";"3";"4";"1";"1953";"5";"0";" -1";" -1";"2";"3";"2"
"202300000011";"203 851 156";"155 680 538";"A01";"2";"2";"1";"1";"2010";"5";"1";"0";" -1";"0";"0";" -1"
"202300000011";"203 851 157";"155 680 538";"A01";"1";"1";"4";"2";"1977";"5";"1";"0";" -1";"0";"0";" -1"
"202300000011";"203 851 158";"155 680 539";"B01";"2";"2";"4";"2";"1997";"5";"1";"0";" -1";"0";"0";" -1"
"202300000011";"203 851 159";"155 680 539";"B01";"1";"1";"1";"1";"1996";"5";"1";"0";" -1";"0";"0";" -1"
"202300000012";"203 851 154";"155 680 536";"B01";"1";"1";"1";"1";"2003";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202300000012";"203 851 155";"155 680 537";"A01";"1";"1";"4";"1";"1982";"5";"2";"6";" -1";" -1";" -1";" -1"
"202300000013";"203 851 152";"155 680 534";"A01";"1";"1";"1";"1";"1994";"1";"8";"0";" -1";" -1";" -1";" -1"
"202300000013";"203 851 153";"155 680 535";"B01";"1";"1";"4";"1";"1992";"1";"2";"8";" -1";" -1";" -1";" -1"
"202300000014";"203 851 151";"155 680 533";"A01";"1";"1";"4";"1";"1977";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202300000015";"203 851 147";"155 680 531";"A01";"1";"1";"1";"1";"2001";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000015";"203 851 148";"155 680 532";"B01";"3";"2";"1";"1";"2022";"0";"3";"0";" -1";" -1";" -1";" -1"
"202300000015";"203 851 149";"155 680 532";"B01";"2";"2";"1";"1";"1998";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000015";"203 851 150";"155 680 532";"B01";"1";"1";"4";"1";"1999";"0";"1";"0";" -1";" -1";" -1";" -1"
"202300000016";"203 851 140";"155 680 529";"A01";"1";"1";"1";"1";"2001";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000016";"203 851 141";"155 680 529";"A01";"2";"2";"1";"1";"1994";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000016";"203 851 142";"155 680 529";"A01";"4";"2";"1";"1";"1997";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000016";"203 851 143";"155 680 530";"B01";"1";"1";"1";"1";"1996";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000016";"203 851 144";"155 680 530";"B01";"2";"2";"1";"1";"2001";"0";"1";"0";" -1";" -1";" -1";" -1"
"202300000016";"203 851 145";"155 680 530";"B01";"4";"2";"4";"2";"2004";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000016";"203 851 146";"155 680 530";"B01";"3";"2";"4";"2";"1974";"0";"1";"0";" -1";" -1";" -1";" -1"
"202300000017";"203 851 138";"155 680 527";"B01";"1";"1";"4";"1";"1958";"5";"8";"0";" -1";" -1";" -1";" -1"
"202300000017";"203 851 139";"155 680 528";"A01";"1";"1";"1";"1";"2003";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000018";"203 851 135";"155 680 525";"A01";"1";"1";"4";"1";"2003";"5";"8";" -1";" -1";"0";"0";" -1"
"202300000018";"203 851 136";"155 680 525";"A01";"2";"2";"3";"2";"2002";"5";"8";" -1";" -1";"0";"0";" -1"
"202300000018";"203 851 137";"155 680 526";"B01";"1";"1";"4";"2";"1997";"5";"8";" -1";" -1";"0";"0";" -1"
"202300000019";"203 851 133";"155 680 524";"A01";"2";"2";"4";"1";"2015";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000019";"203 851 134";"155 680 524";"A01";"1";"1";"1";"1";"1981";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000020";"203 851 130";"155 680 522";"A01";"2";"2";"3";"1";"2011";"5";"2";"6";" -1";"0";"0";" -1"
"202300000020";"203 851 131";"155 680 522";"A01";"1";"1";"1";"1";"1990";"5";"2";"6";" -1";"0";"0";" -1"
"202300000020";"203 851 132";"155 680 523";"B01";"1";"1";"1";"1";"2007";"5";"2";"6";" -1";"0";"0";" -1"
"202300000021";"203 851 127";"155 680 520";"B01";"1";"1";"1";"1";"1953";" -1";"1";" -1";" -1";" -1";" -1";" -1"
"202300000021";"203 851 128";"155 680 521";"A01";"2";"2";"4";"1";"2009";"5";"2";" -1";" -1";"0";"0";" -1"
"202300000021";"203 851 129";"155 680 521";"A01";"1";"1";"3";"1";"2008";"5";"2";" -1";" -1";"0";"0";" -1"
"202300000022";"203 851 125";"155 680 518";"A01";"1";"1";"3";"1";"1991";"5";"2";" -1";" -1";"0";"0";" -1"
"202300000022";"203 851 126";"155 680 519";"B01";"1";"1";"1";"1";"1981";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000023";"203 851 123";"155 680 516";"A01";"1";"1";"1";"1";"1967";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000023";"203 851 124";"155 680 517";"B01";"1";"1";"3";"1";"2000";"5";"2";"9";" -1";"0";"0";" -1"
"202300000024";"203 851 121";"155 680 515";"A01";"2";"2";"3";"1";"2006";"9";"0";" -1";" -1";"0";"0";" -1"
"202300000024";"203 851 122";"155 680 515";"A01";"1";"1";"1";"1";"2007";"9";"1";" -1";" -1";"0";"0";" -1"
"202300000025";"203 851 119";"155 680 513";"C01";"1";"1";"4";"1";"1955";"5";"0";" -1";" -1";"0";"0";" -1"
"202300000025";"203 851 120";"155 680 514";"A01";"1";"1";"1";"1";"1998";"3";"1";" -1";" -1";"0";"0";" -1"
"202300000026";"203 851 117";"155 680 511";"A01";"1";"1";"1";"2";"1969";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000026";"203 851 118";"155 680 512";"B01";"1";"1";"4";"2";"1962";"5";"0";" -1";" -1";"0";"0";" -1"
"202300000027";"203 851 116";"155 680 510";"A01";"1";"1";"4";"1";"1963";"1";"2";" -1";" -1";"0";"0";" -1"
"202300000028";"203 851 114";"155 680 508";"A01";"1";"1";"4";"1";"1946";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000028";"203 851 115";"155 680 509";"B01";"1";"1";"3";"1";"1973";"5";"2";"6";" -1";"0";"0";" -1"
"202300000029";"203 851 112";"155 680 506";"B01";"1";"1";"1";"1";"1987";"4";"1";" -1";" -1";"0";"0";" -1"
"202300000029";"203 851 113";"155 680 507";"A01";"1";"1";"3";"1";"1947";"5";"2";"6";"9";"0";"0";" -1"
"202300000030";"203 851 109";"155 680 504";"A01";"1";"1";"3";"2";"1942";"3";"1";" -1";" -1";"0";"0";" -1"
"202300000030";"203 851 110";"155 680 505";"B01";"1";"1";"1";"2";"1987";"3";"1";" -1";" -1";"0";"0";" -1"
"202300000030";"203 851 111";"155 680 505";"B01";"2";"2";"1";"2";"2003";"3";"1";" -1";" -1";"0";"0";" -1"
"202300000031";"203 851 105";"155 680 503";"A01";"2";"2";"3";"1";"1988";"5";"8";" -1";" -1";"0";"0";" -1"
"202300000031";"203 851 106";"155 680 503";"A01";"1";"1";"3";"1";"1988";"5";"8";" -1";" -1";"0";"0";" -1"
"202300000031";"203 851 107";"155 680 503";"A01";"7";"2";"3";"1";"1980";"5";"8";" -1";" -1";"0";"0";" -1"
"202300000031";"203 851 108";"155 680 503";"A01";"9";"2";"4";"1";"1989";"5";"8";" -1";" -1";"0";"0";" -1"
"202300000032";"203 851 104";"155 680 502";"A01";"1";"1";"3";"1";"1997";"5";"2";"6";" -1";"0";"0";" -1"
"202300000033";"203 851 102";"155 680 500";"B01";"1";"1";"4";"1";"2009";"5";"0";" -1";" -1";"0";"0";" -1"
"202300000033";"203 851 103";"155 680 501";"A01";"1";"1";"3";"1";"2003";"5";"0";" -1";" -1";"0";"0";" -1"
"202300000034";"203 851 097";"155 680 498";"B01";"1";"1";"1";"1";"2004";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000034";"203 851 098";"155 680 498";"B01";"9";"2";"3";"1";"2004";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000034";"203 851 099";"155 680 498";"B01";"2";"2";"3";"2";"2004";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000034";"203 851 100";"155 680 499";"A01";"1";"1";"1";"1";"1964";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000034";"203 851 101";"155 680 499";"A01";"2";"2";"3";"1";"2010";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000035";"203 851 095";"155 680 496";"A01";"1";"1";"4";"1";"1979";"0";"1";" -1";" -1";"0";"0";" -1"
"202300000035";"203 851 096";"155 680 497";"B01";"1";"1";"4";"2";"1998";"9";"1";"5";" -1";"0";"0";" -1"
"202300000036";"203 851 093";"155 680 495";"A01";"2";"2";"3";"2";"1998";"5";"2";"6";" -1";"0";"0";" -1"
"202300000036";"203 851 094";"155 680 495";"A01";"1";"1";"1";"1";"1993";"5";"2";"6";" -1";"0";"0";" -1"
"202300000037";"203 851 092";"155 680 494";"A01";"1";"1";"4";"1";"1986";"5";"2";"6";" -1";"0";"0";" -1"
"202300000038";"203 851 091";"155 680 493";"A01";"1";"1";"3";"1";"1993";"9";"0";" -1";" -1";"0";"0";" -1"
"202300000039";"203 851 085";"155 680 491";"B01";"2";"2";"3";"2";"1962";"5";"2";"6";" -1";"0";"0";" -1"
"202300000039";"203 851 086";"155 680 491";"B01";"1";"1";"3";"1";"1957";"5";"2";"6";" -1";"0";"0";" -1"
"202300000039";"203 851 087";"155 680 492";"A01";"2";"2";"1";"2";"2004";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000039";"203 851 088";"155 680 492";"A01";"1";"1";"1";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000039";"203 851 089";"155 680 492";"A01";"3";"2";"1";"2";"1997";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000039";"203 851 090";"155 680 492";"A01";"4";"2";"4";"1";"2003";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000040";"203 851 084";"155 680 490";"A01";"1";"1";"3";"1";"1961";"0";"1";" -1";" -1";"0";"0";" -1"
"202300000041";"203 851 082";"155 680 488";"A01";"1";"1";"4";"2";"1973";"0";"1";" -1";" -1";"0";"0";" -1"
"202300000041";"203 851 083";"155 680 489";"B01";"1";"1";"4";"1";"1992";"0";"2";"6";"9";"0";"0";" -1"
"202300000042";"203 851 080";"155 680 487";"A01";"1";"1";"1";"1";"2006";"5";"9";" -1";" -1";"0";"0";" -1"
"202300000042";"203 851 081";"155 680 487";"A01";"10";"3";"3";"2";"1932";"5";"0";" -1";" -1";"3";"1";"1"
"202300000043";"203 851 078";"155 680 485";"B01";"1";"1";"4";"1";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000043";"203 851 079";"155 680 486";"A01";"1";"1";"4";"2";"2002";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000044";"203 851 076";"155 680 483";"A01";"1";"1";"4";"1";"1929";"3";"1";" -1";" -1";"0";"0";" -1"
"202300000044";"203 851 077";"155 680 484";"B01";"1";"1";"4";"1";"1964";"0";"2";"6";" -1";"0";"0";" -1"
"202300000045";"203 851 071";"155 680 480";"A01";"1";"1";"3";"1";"1972";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000045";"203 851 072";"155 680 480";"A01";"2";"2";"3";"1";"1968";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000046";"203 851 069";"155 680 478";"B01";"1";"1";"3";"2";"1968";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000046";"203 851 070";"155 680 479";"A01";"1";"1";"3";"1";"1997";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000047";"203 851 067";"155 680 476";"A01";"1";"1";"4";"1";"1978";"5";"2";"6";" -1";"0";"0";" -1"
"202300000047";"203 851 068";"155 680 477";"B01";"1";"1";"1";"1";"1988";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000048";"203 851 065";"155 680 474";"B01";"1";"1";"4";"1";"1978";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000048";"203 851 066";"155 680 475";"A01";"1";"1";"3";"1";"1997";"4";"1";" -1";" -1";"0";"0";" -1"
"202300000049";"203 851 062";"155 680 471";"C01";"1";"1";"2";"1";"2004";"5";"0";" -1";" -1";"0";"0";" -1"
"202300000049";"203 851 063";"155 680 472";"B01";"1";"1";"3";"1";"2004";"5";"0";" -1";" -1";"0";"0";" -1"
"202300000049";"203 851 064";"155 680 473";"A01";"1";"1";"1";"2";"1981";"5";"8";" -1";" -1";"0";"0";" -1"
"202300000050";"203 851 060";"155 680 469";"B01";"1";"1";"1";"1";"1972";"5";"2";" -1";" -1";"0";"0";" -1"
"202300000050";"203 851 061";"155 680 470";"A01";"1";"1";"4";"1";"1994";"5";"2";"6";" -1";"0";"0";" -1"
"202300000051";"203 851 059";"155 680 468";"A01";"1";"1";"3";"2";"2003";"5";"2";" -1";" -1";"0";"0";" -1"
"202300000052";"203 851 057";"155 680 466";"A01";"1";"1";"3";"1";"1979";"5";"2";" -1";" -1";"0";"0";" -1"
"202300000052";"203 851 058";"155 680 467";"B01";"1";"1";"1";"1";"1979";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000053";"203 851 055";"155 680 465";"A01";"1";"1";"1";"2";"1992";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000053";"203 851 056";"155 680 465";"A01";"10";"3";"3";"2";"2016";"5";"0";" -1";" -1";"1";"3";"1"
"202300000054";"203 851 054";"155 680 464";"A01";"1";"1";"3";"1";"2002";"9";"1";" -1";" -1";"0";"0";" -1"
"202300000055";"203 851 053";"155 680 463";"A01";"1";"1";"2";"2";"1982";"3";"8";" -1";" -1";"0";"0";" -1"
"202300000056";"203 851 051";"155 680 461";"A01";"1";"1";"1";"1";"1969";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000056";"203 851 052";"155 680 462";"B01";"1";"1";"3";"1";"2002";"5";"2";" -1";" -1";"0";"0";" -1"
"202300000057";"203 851 049";"155 680 460";"A01";"1";"1";"1";"2";"1999";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000057";"203 851 050";"155 680 460";"A01";"10";"3";"4";"2";"2015";"5";"0";" -1";" -1";"1";"5";"3"
"202300000058";"203 851 047";"155 680 459";"A01";"10";"3";"3";"2";"1928";"9";"0";" -1";" -1";"8";"3";"2"
"202300000058";"203 851 048";"155 680 459";"A01";"1";"1";"1";"1";"1999";"4";"1";" -1";" -1";"0";"0";" -1"
"202300000059";"203 851 043";"155 680 457";"A01";"1";"1";"3";"1";"1965";"0";"1";" -1";" -1";"0";"0";" -1"
"202300000059";"203 851 044";"155 680 458";"B01";"1";"1";"3";"2";"1995";"0";"1";" -1";" -1";"0";"0";" -1"
"202300000059";"203 851 045";"155 680 458";"B01";"2";"2";"4";"1";"1992";"0";"1";" -1";" -1";"0";"0";" -1"
"202300000059";"203 851 046";"155 680 458";"B01";"9";"2";"1";"2";"2002";"0";"1";" -1";" -1";"0";"0";" -1"
"202300000060";"203 851 042";"155 680 456";"A01";"1";"1";"3";"1";"1993";"0";"2";"6";" -1";"0";"0";" -1"
"202300000061";"203 851 041";"155 680 455";"A01";"1";"1";"3";"1";"1980";"0";"2";"6";"9";"0";"0";" -1"
"202300000062";"203 851 039";"155 680 453";"A01";"1";"1";"3";"1";"2008";"0";"2";" -1";" -1";"0";"0";" -1"
"202300000062";"203 851 040";"155 680 454";"B01";"1";"1";"1";"1";"1981";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000063";"203 851 038";"155 680 452";"A01";"1";"1";"3";"1";"1993";"9";"2";"6";"9";"0";"0";" -1"
"202300000064";"203 851 036";"155 680 450";"A01";"1";"1";"4";"1";"1943";"5";"0";" -1";" -1";"0";"0";" -1"
"202300000064";"203 851 037";"155 680 451";"B01";"1";"1";"1";"2";"1993";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000065";"203 851 035";"155 680 449";"A01";"1";"1";"4";"2";"1965";"9";"1";" -1";" -1";"0";"0";" -1"
"202300000066";"203 851 032";"155 680 446";"C01";"1";"1";"4";"1";"1955";"5";"1";" -1";" -1";"0";"0";" -1"
"202300000066";"203 851 033";"155 680 447";"A01";"1";"1";"1";"1";"1971";"4";"1";" -1";" -1";"0";"0";" -1"
"202300000066";"203 851 034";"155 680 448";"B01";"1";"1";"3";"1";"1987";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000067";"203 851 029";"155 680 443";"A01";"1";"1";"2";"1";"1983";"0";"0";" -1";" -1";"0";"0";" -1"
"202300000068";"203 851 027";"155 680 442";"A01";"1";"1";"1";"1";"1983";"4";"1";" -1";" -1";"0";"0";" -1"
"202300000068";"203 851 028";"155 680 442";"A01";"10";"3";"3";"1";"1947";"5";"0";" -1";" -1";"2";"3";"1"
"202300000069";"203 851 018";"155 680 435";"D01";"1";"1";"4";"1";"1991";"5";"1";"8";" -1";" -1";" -1";" -1"
"202300000069";"203 851 019";"155 680 435";"D01";"2";"2";"4";"1";"1988";"5";"1";"8";" -1";" -1";" -1";" -1"
"202300000069";"203 851 020";"155 680 436";"C01";"1";"1";"4";"1";"2001";"5";"8";"0";" -1";" -1";" -1";" -1"
"202300000069";"203 851 021";"155 680 437";"A01";"1";"1";"1";"2";"1984";"5";"8";"0";" -1";" -1";" -1";" -1"
"202300000069";"203 851 022";"155 680 437";"A01";"2";"2";"1";"1";"1983";"0";"8";"8";" -1";" -1";" -1";" -1"
"202300000069";"203 851 023";"155 680 438";"B01";"1";"1";"4";"1";"1970";"5";"8";"0";" -1";" -1";" -1";" -1"
"202300000070";"203 851 016";"155 680 433";"A01";"1";"1";"1";"1";"1993";"0";"2";"6";" -1";" -1";" -1";" -1"
"202300000070";"203 851 017";"155 680 434";"B01";"1";"1";"4";"1";"1994";"0";"2";"6";" -1";" -1";" -1";" -1"
"202300000071";"203 851 013";"155 680 431";"A01";"1";"1";"1";"1";"1992";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202300000071";"203 851 014";"155 680 432";"B01";"1";"1";"1";"1";"1972";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202300000071";"203 851 015";"155 680 432";"B01";"2";"2";"4";"2";"1971";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202300000072";"203 851 011";"155 680 429";"A01";"1";"1";"4";"2";"1989";"1";"2";"6";" -1";" -1";" -1";" -1"
"202300000072";"203 851 012";"155 680 430";"B01";"1";"1";"1";"1";"1975";"4";"1";" -1";" -1";" -1";" -1";" -1"
"202300000073";"203 851 008";"155 680 428";"A01";"1";"1";"3";"1";"1960";"1";"2";"0";" -1";"0";"0";" -1"
"202300000074";"203 851 006";"155 680 426";"B01";"1";"1";"4";"1";"1991";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202300000074";"203 851 007";"155 680 427";"A01";"2";"2";"1";"1";"2001";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202300000074";"203 851 009";"155 680 427";"A01";"1";"1";"1";"1";"2001";"5";"1";" -1";" -1";" -1";" -1";" -1"
"202300000074";"203 851 010";"155 680 427";"A01";"4";"2";"1";"1";"2001";"0";"1";" -1";" -1";" -1";" -1";" -1"
"202300000075";"203 851 004";"155 680 424";"A01";"1";"1";"4";"1";"2000";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000076";"203 851 003";"155 680 423";"B01";"1";"1";"4";"1";"1982";"0";"8";" -1";" -1";" -1";" -1";" -1"
"202300000076";"203 851 005";"155 680 425";"A01";"1";"1";"1";"1";"1971";"4";"1";" -1";" -1";" -1";" -1";" -1"
"202300000077";"203 851 000";"155 680 420";"A01";"1";"1";"4";"2";"1996";"4";"1";"4";" -1";" -1";" -1";" -1"
"202300000077";"203 851 001";"155 680 420";"A01";"3";"2";"4";"1";"2014";"0";"1";"0";" -1";" -1";" -1";" -1"
"202300000077";"203 851 002";"155 680 422";"B01";"1";"1";"1";"1";"1976";"0";"1";"4";" -1";" -1";" -1";" -1"
"202300000078";"203 850 998";"155 680 419";"A01";"1";"1";"1";"1";"1975";"1";"1";" -1";" -1";" -1";" -1";" -1"
"202300000078";"203 850 999";"155 680 421";"B01";"1";"1";"4";"1";"1991";"0";"2";"0";" -1";" -1";" -1";" -1"
"202300000079";"203 850 997";"155 680 418";"A01";"1";"1";"4";"1";"1993";"0";"1";"0";" -1";"0";"0";" -1"
"202300000080";"203 850 996";"155 680 417";"A01";"1";"1";"4";"1";"1998";"0";"8";"0";" -1";" -1";" -1";" -1"
"202300000081";"203 850 994";"155 680 415";"A01";"1";"1";"1";"1";"2001";"0";"1";"0";" -1";"0";"0";" -1"
"202300000081";"203 850 995";"155 680 416";"B01";"1";"1";"4";"1";"1983";"0";"1";"0";" -1";"0";"0";" -1"
"202300000082";"203 850 991";"155 680 414";"A01";"1";"1";"1";"1";"1995";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000082";"203 850 992";"155 680 414";"A01";"4";"2";"4";"2";"1957";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000082";"203 850 993";"155 680 414";"A01";"2";"2";"4";"1";"1967";"0";"1";"0";" -1";" -1";" -1";" -1"
"202300000083";"203 850 988";"155 680 411";"A01";"1";"1";"1";"1";"1985";"0";"1";"0";" -1";" -1";" -1";" -1"
"202300000083";"203 850 990";"155 680 413";"B01";"1";"1";"4";"1";"1988";"0";"1";"0";" -1";" -1";" -1";" -1"
"202300000084";"203 850 987";"155 680 410";"A01";"1";"1";"4";"2";"1999";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000084";"203 850 989";"155 680 412";"B01";"1";"1";"4";"2";"1964";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000085";"203 850 984";"155 680 409";"A01";"2";"2";"4";"2";"1955";"0";"1";"0";" -1";" -1";" -1";" -1"
"202300000085";"203 850 986";"155 680 409";"A01";"1";"1";"1";"1";"1984";"9";"1";"0";" -1";" -1";" -1";" -1"
"202300000086";"203 850 983";"155 680 408";"A01";"1";"1";"1";" -1";"";" -1";" -1";" -1";" -1";" -1";" -1";" -1"
"202300000086";"203 850 985";"155 680 408";"A01";"10";"3";"3";"2";"1939";"0";"0";" -1";" -1";"2";"3";"1"
"202300000087";"203 850 982";"155 680 407";"A01";"1";"1";"4";"2";"1997";"0";"1";"0";" -1";" -1";" -1";" -1"
"202300000088";"203 850 981";"155 680 406";"A01";"1";"1";"4";"1";"1999";"4";"2";" -1";" -1";" -1";" -1";" -1"
"202300000089";"203 850 979";"155 680 404";"B01";"1";"1";"4";"1";"1994";"1";"1";"0";" -1";" -1";" -1";" -1"
"202300000089";"203 850 980";"155 680 405";"A01";"1";"1";"1";"2";"1994";"1";"1";"0";" -1";" -1";" -1";" -1"
"202300000090";"203 850 977";"155 680 402";"A01";"1";"1";"4";"1";"1994";"1";"1";" -1";" -1";"0";"0";" -1"
"202300000090";"203 850 978";"155 680 403";"B01";"1";"1";"4";"1";"1998";"1";"2";"6";" -1";"0";"0";" -1"
"202300000091";"203 850 972";"155 680 399";"C01";"1";"1";"1";"1";"1998";"4";"1";"8";" -1";" -1";" -1";" -1"
"202300000091";"203 850 974";"155 680 400";"A01";"1";"1";"1";"2";"1988";"5";"1";"8";" -1";" -1";" -1";" -1"
"202300000091";"203 850 976";"155 680 401";"B01";"1";"1";"4";"1";"1988";"5";"1";"8";" -1";" -1";" -1";" -1"
"202300000092";"203 850 973";"155 680 398";"A01";"10";"3";"4";"1";"1994";"0";"0";" -1";" -1";"3";"3";"1"
"202300000092";"203 850 975";"155 680 398";"A01";"1";"1";"1";"2";"1977";"1";"1";"0";" -1";"0";"0";" -1"
"202300000093";"203 850 970";"155 680 397";"A01";"2";"2";"4";"2";"1987";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000093";"203 850 971";"155 680 397";"A01";"1";"1";"4";"2";"1996";"5";"1";"0";" -1";" -1";" -1";" -1"
"202300000094";"203 850 968";"155 680 395";"B01";"1";"1";"1";"1";"1982";"1";"1";"0";" -1";"0";"0";" -1"
"202300000094";"203 850 969";"155 680 396";"A01";"1";"1";"4";"2";"2000";"1";"1";"0";" -1";"0";"0";" -1"
"202300000095";"203 850 966";"155 680 393";"B01";"1";"1";"4";"2";"1993";"5";"1";"8";" -1";" -1";" -1";" -1"
"202300000095";"203 850 967";"155 680 394";"A01";"1";"1";"1";"1";"2000";"5";"1";"8";" -1";" -1";" -1";" -1"
