"Num_Acc";"catr";"voie";"v1";"v2";"circ";"nbv";"vosp";"prof";"pr";"pr1";"plan";"lartpc";"larrout";"surf";"infra";"situ";"vma"
"202400000016";"4";"BOULEVARD BARBES";"0";"N/A";"1";"2";"2";"2";" -1";" -1";"1";"";" -1";"1";"0";"5";"30"
"202400000016";"4";"N/A";" -1";"N/A";"1";" -1";" -1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000017";"4";"N/A";" -1";"N/A";"1";" -1";" -1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000017";"4";"RUE GUILLAUME TELL";"0";"N/A";"1";"1";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000018";"4";"BOULEVARD VICTOR";"0";"N/A";"1";"2";"1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000019";"4";"RUE REAUMUR";"0";"N/A";"1";"3";"0";"1";" -1";" -1";"1";"";" -1";"2";"0";"1";"30"
"202400000019";"4";"RUE SAINT DENIS";"0";"N/A";"1";"1";"0";"1";" -1";" -1";"1";"";" -1";"2";"0";"1";"30"
"202400000020";"3";"161";"0";"N/A";"2";"2";"0";"2";"0";"1";"1";"";"7";"1";"0";"1";"50"
"202400000021";"3";"N/A";" -1";"N/A";"3";"4";"3";"1";" -1";" -1";"1";"";" -1";"1";" -1";"6";" -1"
"202400000021";"3";"N/A";"0";"N/A";"3";"4";"3";"1";"0";"1";"1";"";" -1";"1";" -1";"6";"50"
"202400000022";"3";"SOGNY (RTE DE)";"0";"N/A";"2";"2";"0";"1";"1";"720";"1";"";" -1";"1";"0";"1";"80"
"202400000023";"4";"CAMP D' ATTILA (RUE DU)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000023";"4";"MELETTE (CHEM DE)";"0";"N/A";"1";" -1";"3";"2";" -1";" -1";"2";"";" -1";"1";"0";"1";"30"
"202400000024";"4";"CALABET (QUAI DU DOCTEUR)";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"4";"50"
"202400000025";"3";"RN 60";"0";"N/A";"3";"4";"0";"1";"3";"866";"1";"";"4";"1";"0";"1";"70"
"202400000026";"4";"CHATELET (QUAI DU)";"0";"N/A";"2";"2";"1";"1";" -1";" -1";"1";"";" -1";"1";"0";"6";"25"
"202400000027";"4";"BOULEVARD DES ANGLAIS";"0";"N/A";"2";"2";"0";"2";" -1";" -1";"3";"";" -1";"1";"0";"1";"50"
"202400000028";"4";"RUE DE L'HOTEL DE VILLE";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"9";"1";"30"
"202400000029";"4";"AMICALISTES";"0";"N/A";"1";" -1";"0";"4";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000029";"4";"KLEBER";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000030";"4";"HALLES (RUE DES)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000030";"4";"MARCEAU (RUE)";"0";"N/A";"1";"2";"1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000031";"4";"MOULIN DE JOUE (DU)";"0";"N/A";"2";"2";"2";"2";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000032";"4";"MARTELLI GILBERT (AVENUE)";"0";"N/A";"1";"1";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000033";"4";"CAPITAINE PIERRE PONTAL (RUE DU)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"8";"1";"50"
"202400000033";"4";"POMPIGNANE (AVENUE DE LA)";"0";"N/A";" -1";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000034";"4";"QUAI DE LA GRAVE";"0";"N/A";"2";"4";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000035";"4";"QUAI DU PRESIDENT WILSON";"0";"N/A";"3";"6";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000035";"4";"RUE PAULY";"0";"N/A";"1";"1";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000036";"4";"EIFFEL (RUE GUSTAVE) DU 380 ET +";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"8";"50"
"202400000036";"4";"PAPIN (RUE DENIS)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000037";"3";"ROUILLEN AVENUE";"0";"N/A";"2";"1";"0";"1";"2";"0";"1";"";" -1";"1";"9";"3";"30"
"202400000038";"2";"RN 165";"0";"N/A";"2";"2";"0";"1";"54";"200";"1";"";"10";"1";"8";"1";"80"
"202400000039";"4";"MAUSSIBOT (RUE EUGENE)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000039";"4";"REPUBLIQUE (AVENUE DE LA)";"0";"N/A";"2";"0";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000040";"3";"ROUEN (AVENUE DE)";"0";"N/A";"2";"2";"0";"1";"4";"88";"1";"";" -1";"1";"0";"1";"50"
"202400000041";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"4";"50"
"202400000041";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"2";"0";"4";"50"
"202400000042";"3";"145";"0";"D";"2";"2";"0";"1";"31";"150";"1";"";" -1";"1";"9";"1";"70"
"202400000043";"4";"N/A";"0";"N/A";"1";"1";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202400000044";"1";"A7-Sens Marseille vers Lyon";"0";"N/A";" -1";"3";"0";"1";"273";"869";"1";"";" -1";"2";"8";"1";"70"
"202400000045";"4";"CLEMENCEAU GEORGES AVENUE N° PAIR";"0";"N/A";"3";"0";"0";"1";"0";"0";"1";"";" -1";"1";"0";"8";"50"
"202400000046";"1";"A50";"0";"N/A";"1";"1";"0";"3";"43";"200";"3";"";" -1";"2";"3";"1";"70"
"202400000047";"4";"EGLISE (RUE DE L')";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202400000048";"1";"AUTOROUTE A 10";"0";"N/A";"3";"6";"0";"1";"542";"543";"1";"";"14";"1";"3";"1";"90"
"202400000049";"3";"27";" -1";"N/A";"2";"2";"0";"1";"8";"700";"1";"";"7";"1";"0";"3";"70"
"202400000049";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"24";"380";"1";"";" -1";"1";"0";"3";"80"
"202400000050";"2";"RN 441";"0";"N/A";"3";"1";"0";"1";"0";"100";"1";"";"7";"2";"0";"1";"70"
"202400000051";"3";"7";" -1";"N/A";"3";"2";"0";"1";" -1";" -1";"1";"";"5";"1";"0";"1";"70"
"202400000052";"1";"6B";"0";"N/A";"1";"2";"0";"1";"4";"0";"1";"";" -1";"1";"0";"1";"90"
"202400000053";"3";"767";"0";"N/A";"3";"2";"0";"1";"42";"550";"2";"";"7";"2";"0";"3";"110"
"202400000054";"1";"6B";"0";"N/A";" -1";"2";"0";"1";"2";"200";"1";"";" -1";"1";"0";"1";"70"
"202400000055";"2";"RN1014 Y";"0";"N/A";"1";"3";"0";"1";"0";"500";"1";"";" -1";"2";"1";"1";"70"
"202400000056";"2";"N118";"0";"N/A";"3";"2";"0";"1";"5";"800";"1";"";" -1";"1";"3";"1";"50"
"202400000057";"3";"38";" -1";"N/A";"2";"2";"0";"1";"4";"700";"3";"";"5";"1";"0";"1";"50"
"202400000057";"3";"956";" -1";"N/A";"2";"2";"0";"1";"14";"200";"1";"";"7";"1";"0";"1";"50"
"202400000058";"1";"AUTOROUTE A1";"0";"N/A";"3";"6";"0";"1";"18";"0";"1";"";" -1";"2";"0";"1";"110"
"202400000059";"3";"N7";"0";"N/A";"2";"2";"0";"1";"9";"150";"3";"";"7";"1";"0";"1";"90"
"202400000060";"1";"AUTOROUTE A15";"0";"N/A";"3";"8";"0";"1";"15";"0";"1";"";" -1";"1";"0";"1";"110"
"202400000061";"3";"137";"0";"D";"3";"4";"0";"1";"57";"600";"1";"";"10,5";"1";"0";"1";"110"
"202400000062";"3";"386";" -1";"N/A";"2";"2";"0";"1";"0";"0";"3";"";" -1";"1";"5";"1";"50"
"202400000063";"1";"86";"0";"N/A";"3";"3";"0";"1";"30";"299";"1";"";"14";"1";"1";"1";"90"
"202400000064";"3";"468";" -1";"D";"2";"2";"1";"1";"60";"800";"1";"";"5,5";"1";"0";"1";"50"
"202400000065";"1";"A4.W";"0";"N/A";"1";"3";"0";"2";"21";"200";"3";"";"14";"2";"0";"1";"70"
"202400000066";"3";"12";" -1";"N/A";"2";"2";"0";"1";"29";"10";"1";"";"5,5";"2";"0";"3";"50"
"202400000067";"2";"21";" -1";"N/A";"3";"0";"0";"2";"45";"800";"1";"";"0";"2";"0";"1";"110"
"202400000068";"4";"HUIT MAI 1945 (BOULEVARD DU)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000068";"4";"N/A";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000069";"3";"609";"0";"R";"2";"2";"0";"1";"47";"850";"1";"";"7";"2";"0";"3";" -1"
"202400000070";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"22";"2 218";"1";"";"4";"2";"0";"3";"80"
"202400000071";"4";"AVENUE DE LA VICTOIRE H. LAFLEUR";"0";"N/A";"3";"5";"0";"1";"0";"0";"1";"";" -1";"1";"5";"1";"30"
"202400000071";"4";"RUE DU DOCTEUR LESCOUR";"0";"N/A";"1";"2";"0";"1";"0";"0";"1";"";" -1";"1";"5";"1";"30"
"202400000072";"3";"N/A";" -1";"N/A";"2";" -1";"0";"1";"8";"430";"1";"";" -1";"1";"0";"1";"50"
"202400000072";"3";"N/A";" -1";"N/A";"2";"2";"0";"2";" -1";" -1";"3";"";"5,5";"1";"0";"1";"50"
"202400000073";"4";"CLEMENCEAU (RUE QTIER MANUHOE)";"0";"N/A";"1";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"5";"1";"20"
"202400000073";"4";"REMPARTS (RUE BLOC PACIFICAR)";"0";"N/A";"4";"3";"0";"1";" -1";" -1";"1";"";" -1";"1";"5";"1";"20"
"202400000074";"4";"ANCIENNE RN2 (2)";"0";"N/A";"2";"2";"1";"2";"0";"0";"2";"";" -1";"1";"0";"5";"50"
"202400000075";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000076";"2";"JAURES (BLD 2 JEAN)";"0";"N/A";"1";"2";"1";"1";"8";"18";"2";"";" -1";"1";"9";"1";"50"
"202400000077";"3";"33";" -1";"N/A";"2";"2";"0";"1";"12";"0";"1";"";" -1";"1";"0";"1";"80"
"202400000078";"7";"PIERRE SEMARD                       (QU)";"0";"N/A";"2";"2";"0";"1";"0";"900";"1";"";"5,5";"2";"0";"1";"50"
"202400000079";"3";"N/A";"0";"D";"2";"1";"0";"1";"13";"380";"1";"";"4";"2";"0";"1";"30"
"202400000080";"3";"N/A";"0";"D";"2";"2";"0";"1";"28";"830";"2";"";" -1";"1";"0";"1";"50"
"202400000081";"4";"BARRE (DE LA)                       (R )";"0";"N/A";"1";"1";"2";"1";" -1";" -1";"1";"";" -1";"1";"0";"5";"30"
"202400000082";"3";"943";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000082";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000083";"2";"D 82";"0";"N/A";"1";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"90"
"202400000084";"1";"5";" -1";"N/A";"3";"2";"0";"2";"104";"500";"1";"";"10";"1";"0";"1";"130"
"202400000085";"3";"817";"0";"D";"2";"2";"0";"1";"68";"90";"1";"";" -1";"2";"0";"1";"80"
"202400000086";"2";"102";"0";"N";"2";"2";"0";"4";"56";"500";"1";"";" -1";"1";"5";"3";" -1"
"202400000087";"4";"1";"0";"N/A";"2";"2";"0";"1";"10";"8";"1";"";" -1";"1";"0";"1";"50"
"202400000088";"4";"N/A";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000089";"3";"32";"0";"D";"2";"2";"0";"2";"6";"700";"4";"";"4";"1";"0";"1";"80"
"202400000090";"1";"10";" -1";"N/A";"3";"3";"0";"1";"50";"400";"1";"";"13,5";"1";"0";"1";"130"
"202400000091";"3";"152";" -1";"N/A";"2";"1";"0";"1";"0";"442";"2";"";"3,5";"1";"2";"1";"50"
"202400000092";"3";"13";"0";"D";"2";"2";"0";"1";"14";"410";"3";"";"7";"2";"0";"8";"80"
"202400000093";"3";"31";"2";"N/A";"3";"2";"0";"1";"8";"810";"1";"";"7";"1";"0";"1";"90"
"202400000094";"4";"N/A";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"8";"50"
"202400000095";"3";"932";" -1";"A";"2";"2";"0";"1";" -1";" -1";"1";"";"7";"2";"0";"1";"50"
"202400000095";"3";"N/A";" -1";"N/A";"3";" -1";" -1";"1";" -1";" -1";"3";"";" -1";"2";"3";"1";" -1"
"202400000096";"2";"RN 104";"0";"N/A";"1";"4";"0";"1";"28";"100";"1";"";"17,5";"1";"0";"1";"90"
"202400000097";"2";"RN 104";"0";"N/A";"3";"3";"0";"2";"32";"0";"1";"";"14";"1";"0";"1";"90"
"202400000098";"1";"AUTOROUTE A6B";"0";"N/A";"1";"3";"0";"1";"8";"300";"1";"";"6";"1";"0";"1";"90"
"202400000099";"1";"AUTOROUTE A6";"0";"N/A";"2";"3";"0";"1";"16";"200";"1";"";"14";"1";"0";"1";"110"
"202400000100";"2";"RN12";"0";"N/A";"1";"1";"0";"1";"26";"0";"1";"";" -1";"1";"0";"1";"70"
"202400000101";"1";"13";"0";"N/A";"3";"3";"0";"1";"5";"400";"1";"";"10,5";"1";"0";"1";"110"
"202400000102";"2";"RN12";"0";"N/A";"3";"2";"0";"2";"25";"799";"2";"";"10,5";"2";"0";"1";"90"
"202400000103";"1";"4";"0";"N/A";"3";"4";"0";"1";"7";"0";"1";"";" -1";"1";"0";"1";"90"
"202400000104";"3";"111";"0";"N/A";"2";"2";"2";"1";"0";"1";"1";"";" -1";"1";"0";"5";"50"
"202400000104";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"5";" -1"
"202400000105";"3";"931";"0";"N/A";"3";"2";"3";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202400000106";"4";"N/A";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000107";"3";"115";"0";"N/A";"2";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202400000107";"3";"N/A";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000108";"4";"GARE (RUE DE LA)";"0";"N/A";"1";"2";"0";"1";"0";"1";"1";"";" -1";"1";"0";"1";"50"
"202400000109";"4";"OWENS JAMES";"0";"N/A";"2";"2";"0";"1";"0";"0";"2";"";" -1";"2";"0";"2";"70"
"202400000110";"4";"N/A";"0";"N/A";"1";"3";"2";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000110";"4";"N/A";"0";"N/A";"1";"1";"2";"1";" -1";" -1";"1";"";" -1";"1";"0";"5";"30"
"202400000111";"4";"N/A";"0";"N/A";"1";"1";"2";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000112";"1";"AUTOROUTE A1";"0";"N/A";"2";"6";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"90"
"202400000113";"3";"ROUTE DEPARTEMENTALE 3";"0";"N/A";"2";"2";"0";"1";"3";"0";"1";"";" -1";"1";"0";"8";"70"
"202400000114";"4";"GALLIENI                            (PT)";"0";"N/A";"2";"5";"3";"1";" -1";" -1";"1";"";" -1";"1";"2";"1";"50"
"202400000115";"4";"BOIS DE ROCHEFORT (CHEMIN DU BAS D";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000116";"4";"BARJAVEL";"0";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202400000117";"3";"SALINS ( ROUTE DES VIEUX)";"0";"N/A";"2";"2";"0";"2";"41";" -190";"1";"";"7";"1";"0";"1";"70"
"202400000118";"3";"RN7";"0";"N/A";"2";"2";"0";"2";"112";"1";"2";"";" -1";"1";"0";"1";"80"
"202400000119";"4";"BRIQUETTERIE (RUE DE LA)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000120";"3";"ITHURRALDE ANDRE (AVENUE)";"0";"N/A";"3";"0";"0";"1";"23";"700";"1";"";"0";"1";"5";"1";"50"
"202400000120";"3";"LAHANCHIPIA (AVENUE)";"0";"N/A";"3";"0";"0";"2";" -1";" -1";"1";"";"0";"1";"5";"8";"50"
"202400000121";"4";"GASTON CAMBOT";"0";"N/A";"2";"2";"1";"2";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000122";"3";"AIRE ( D')";"0";"N/A";"2";"2";"0";"2";"18";"300";"1";"";"5,5";"1";"0";"1";"50"
"202400000122";"3";"PHILIPPEVILLE";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";"5,5";"1";"0";"8";"50"
"202400000123";"4";"MALCENSE (RUE DE LA)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"4";"30"
"202400000124";"7";"DELATTRE ALFRED RUE";"0";"N/A";"1";"0";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000124";"7";"SALENGRO ROGER RUE";"0";"N/A";"2";"2";"1";"1";"27";"450";"1";"";" -1";"1";"0";"5";"50"
"202400000125";"4";"FERRY (RUE JULES)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000125";"4";"MAHIEU (RUE)";"0";"N/A";"1";"1";"1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000126";"4";"Général Leclerc ( avenue du )";"0";"N/A";"2";"2";"2";"1";" -1";" -1";"1";"";" -1";"1";" -1";"4";"50"
"202400000127";"4";"POMMERY (BOULEVARD)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";"5,5";"1";"0";"1";"50"
"202400000128";"4";"MARECHAL JUIN (RUE)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"2";"0";"3";"50"
"202400000129";"3";"rocade ouest";"0";"N/A";"3";"2";"0";"1";"0";"375";"1";"";"7";"1";"0";"1";"90"
"202400000130";"4";"RUE GÉNÉRAL MANGIN";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000131";"4";"HUGO (VICTOR)";"0";"N/A";"1";"1";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000131";"4";"LECLERC (AVENUE DU MARECHAL)";"0";"N/A";"2";"1";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000132";"4";"JAURES (BOULEVARD JEAN)";"0";"N/A";"2";"2";"2";"3";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000133";"4";"N/A";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"8";"30"
"202400000134";"4";"AVE CHARLES DE GAULLE CAUD";"0";"N/A";"1";"2";"1";"1";" -1";" -1";"1";"";" -1";"1";"9";"4";"30"
"202400000135";"4";"GARLABAN (AVENUE DU)";"0";"N/A";"1";"2";"3";"1";" -1";" -1";"2";"";" -1";"1";"8";"6";"50"
"202400000135";"4";"PAGNOL (AVENUE MARCEL)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000136";"4";"MATISSE (AV. HENRI)";"0";"N/A";"2";"4";"0";"1";"1";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000136";"4";"NAPOLEON III (BD)";"0";"N/A";"2";"3";"0";"1";"1";"0";"3";"";" -1";"1";"0";"1";"50"
"202400000137";"4";"LEADER (BOULEVARD)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202400000137";"4";"PICAUD (AVENUE DU DOCTEUR)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"9";"1";"50"
"202400000138";"3";"MOULIN (BOULEVARD JEAN)";"0";"N/A";"3";"3";"1";"1";"2";"249";"1";"";" -1";"1";"0";"1";"50"
"202400000139";"2";"DESCENTE ( ROUTE DE LA )";"0";"N/A";" -1";"2";"0";"2";"0";"1";"1";"";"7";"1";"0";"1";"50"
"202400000139";"2";"RN 85";"0";"N/A";" -1";"2";"0";"2";"35";"0";"3";"";"7";"1";"0";"1";"80"
"202400000140";"4";"COUTELIERS (RUE DES)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"3";"50"
"202400000140";"4";"MAISONS BLANCHES (RUE DES)";"0";"N/A";"2";"2";"0";"2";"0";"0";"2";"";" -1";"1";"9";"3";"50"
"202400000141";"4";"CUZIN (AV. F.)";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000142";"3";"FRANCE (RUE A. DU 1-5 ET 143 AU158)";"0";"N/A";"2";"2";"0";"1";"68";"560";"1";"";" -1";"1";"0";"8";"50"
"202400000143";"4";"ECHANGEUR BERCY";"0";"N/A";"1";" -1";"0";"1";"35";"0";"1";"";" -1";"1";"0";"1";"70"
"202400000144";"4";"BOULEVARD SAINT GERMAIN";"0";"N/A";"1";"4";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000144";"4";"RUE DANTON";"0";"N/A";"1";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000145";"4";"ALLEE DE LONGCHAMP";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"2";"9";"1";"50"
"202400000146";"4";"AVENUE DE LA PORTE D ORLEANS";"0";"N/A";"1";"0";"2";"1";" -1";" -1";"1";"";"0";"1";"0";"1";"50"
"202400000146";"4";"BOULEVARD ROMAIN ROLLAND";"0";"N/A";"1";" -1";"0";"1";" -1";" -1";"1";"";"0";"1";"0";"1";"50"
"202400000147";"4";"BOULEVARD PERIPHERIQUE INTERIEUR SUD";"0";"N/A";"1";"1";"0";"2";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202400000147";"4";"QUAI D IVRY";"0";"N/A";"2";"2";"1";"1";" -1";" -1";"1";"";" -1";"1";"8";"1";"50"
"202400000148";"4";"N/A";" -1";"N/A";"1";" -1";" -1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000148";"4";"RUE DE BERCY";"0";"N/A";" -1";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000149";"4";"BOULEVARD DE MAGENTA";"0";"N/A";"2";"6";"1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000149";"4";"N/A";" -1";"N/A";"1";" -1";" -1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202400000150";"4";"BOULEVARD PEREIRE";"0";"N/A";"1";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"9";"1";"30"
"202400000150";"4";"RUE RENNEQUIN";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"9";"1";"30"
"202400000151";"2";"6";"0";"N/A";"3";"4";"0";"1";"17";"0";"1";"";" -1";"1";"0";"1";"50"
"202400000151";"2";"N/A";" -1";"N/A";"1";"1";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";" -1"
"202400000152";"3";"160";"0";"N/A";"2";"2";"3";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
