"Num_Acc";"jour";"mois";"an";"hrmn";"lum";"dep";"com";"agg";"int";"atm";"col";"adr";"lat";"long"
"202300000073";"28";"03";"2023";"23:29";"1";"973";"97309";"2";"1";"1";"7";"TIGRE (ROUTE DU)";"4,91229000";" -52,30814000"
"202300000074";"5";"05";"2023";"08:15";"1";"83";"83137";"1";"1";"1";"2";"A50 BRETELLE D'ACCES N°17 TOULON/NICE";"43,12104200";"5,95286600"
"202300000075";"7";"05";"2023";"16:10";"1";"91";"91521";"1";"1";"1";"6";"RN 449";"48,63430000";"2,40590000"
"202300000076";"28";"03";"2023";"07:50";"1";"69";"69383";"2";"2";"1";"3";"Rue Garibaldi";"45,76217807";"4,85245721"
"202300000077";"7";"05";"2023";"12:30";"1";"91";"91689";"1";"1";"1";"2";"AUTOROUTE A6B";"48,74674000";"2,32631000"
"202300000078";"28";"03";"2023";"14:40";"1";"972";"97213";"2";"3";"1";"3";"ROUTE DEPARTEMENTALE 3";"14,61740000";" -60,99530000"
"202300000079";"7";"05";"2023";"09:10";"1";"91";"91553";"1";"1";"1";"7";"RN 104";"48,62889000";"2,48127000"
"202300000080";"23";"03";"2023";"15:11";"1";"972";"97213";"1";"1";"1";"7";"ROUTE DEPARTEMENTALE 13";"14,62622000";" -61,02538000"
"202300000081";"7";"05";"2023";"07:14";"2";"91";"91589";"1";"1";"2";"2";"AUTOROUTE A6";"48,67837500";"2,33615500"
"202300000082";"28";"03";"2023";"17:10";"2";"972";"97209";"1";"1";"1";"6";"BALATA (ROUTE DE)";"14,61732000";" -61,07150000"
"202300000083";"7";"05";"2023";"01:00";"5";"94";"94003";"1";"1";"3";"2";"A6A";"48,81284950";"2,33616725"
"202300000084";"27";"03";"2023";"22:35";"4";"972";"97209";"2";"4";"1";"3";"ENTREE DE BRIAND (ROUTE)";"14,62852000";" -61,07209000"
"202300000085";"7";"05";"2023";"05:25";"4";"78";"78646";"1";"1";"3";"7";"RN12 INT";"48,78993000";"2,12410200"
"202300000086";"27";"03";"2023";"16:10";"1";"972";"97209";"2";"1";"1";"6";"PROFESSEUR RAYMOND GARCIN (RUE DU)";"14,62411000";" -61,07874000"
"202300000087";"7";"05";"2023";"10:00";"1";"93";"93066";"1";"1";"2";"6";"AUTOROUTE A1";"48,92786820";"2,35769659"
"202300000088";"27";"03";"2023";"21:30";"5";"69";"69149";"2";"3";"1";"6";"Rue Charton";"45,71643000";"4,81121000"
"202300000089";"7";"05";"2023";"08:00";"1";"93";"93005";"1";"1";"3";"3";"AUTOROUTE A1";"48,95991000";"2,46651000"
"202300000090";"27";"03";"2023";"18:00";"1";"95";"95424";"2";"1";"1";"3";"Boulevard de Pontoise";"48,98885000";"2,18178000"
"202300000091";"7";"05";"2023";"20:00";"1";"94";"94042";"1";"1";"8";"4";"A4";"48,82728643";"2,46925563"
"202300000092";"28";"03";"2023";"18:10";"1";"91";"91589";"2";"1";"1";"6";"CD 257";"48,67111800";"2,33710800"
"202300000093";"7";"05";"2023";"01:19";"3";"94";"94017";"1";"1";"3";"6";"A4";"48,82647627";"2,52002917"
"202300000094";"28";"03";"2023";"07:00";"5";"91";"91027";"2";"1";"1";"2";"AV FRANCOIS MITTERRAND";"48,71474000";"2,37104000"
"202300000095";"7";"05";"2023";"00:43";"3";"94";"94073";"1";"1";"3";"2";"A86";"48,75426760";"2,38140831"
"202300000096";"27";"03";"2023";"13:50";"1";"91";"91228";"2";"2";"1";"3";"DE L'EUROPE (BOULEVARD)";"48,63101000";"2,42480000"
"202300000097";"5";"05";"2023";"14:00";"1";"976";"97611";"2";"1";"1";"3";"tsoundzou-chemin rivière de Kwalé";" -12,82037000";"45,19535000"
"202300000098";"28";"03";"2023";"09:03";"1";"87";"87085";"2";"2";"1";"3";"QUEUILLE (PLACE HENRI)";"45,81487000";"1,26911000"
"202300000099";"6";"05";"2023";"18:10";"1";"974";"97411";"2";"1";"1";"2";"LANCASTEL (BOULEVARD)";" -20,88254000";"55,46407000"
"202300000100";"6";"05";"2023";"15:00";"1";"974";"97411";"2";"1";"1";"6";"JAURES (BOULEVARD JEAN)";" -20,89174000";"55,46705000"
"202300000101";"27";"03";"2023";"08:24";"1";"83";"83137";"2";"9";"1";"2";"CD D559 BIS";"43,12116000";"5,88990000"
"202300000102";"17";"03";"2023";"16:15";"1";"80";"80021";"2";"1";"1";"6";"LESCOUVE (RUE)";"49,88966000";"2,27153000"
"202300000103";"5";"05";"2023";"16:00";"1";"974";"97411";"2";"4";"1";"3";"VIGIE (CHEMIN DE LA)";" -20,88311000";"55,42846000"
"202300000104";"6";"05";"2023";"19:20";"1";"69";"69382";"2";"2";"1";"6";"96 Rue Président Edouard Herriot";"45,75940000";"4,83397000"
"202300000105";"28";"03";"2023";"11:45";"1";"78";"78551";"1";"2";"1";"1";"RN 184";"48,93993000";"2,09570000"
"202300000106";"6";"05";"2023";"14:50";"1";"2B";"2B033";"2";"3";"1";"3";"PAOLI DU NR 1 A 20 - BLD";"42,69665000";"9,44800000"
"202300000107";"1";"12";"2023";"09:50";"1";"2A";"2A139";"1";"3";"1";"3";"d668";"41,64294500";"9,33068600"
"202300000108";"6";"05";"2023";"01:45";"3";"971";"97101";"1";"1";"1";"7";"ROUTE DES ABYMES";"16,28126961";" -61,50708675"
"202300000109";"30";"11";"2023";"15:00";"1";"2B";"2B043";"2";"9";"1";"3";"hameau lavasina";"42,75855400";"9,46591300"
"202300000110";"28";"03";"2023";"16:30";"1";"76";"76231";"2";"2";"1";"6";"Rue Théodore Chennevière";"49,28606000";"1,00347000"
"202300000111";"4";"05";"2023";"19:00";"5";"971";"97105";"2";"3";"1";"3";"PERES DOMINICAINS(AVENUE DES)";"16,00815123";" -61,74000978"
"202300000112";"28";"03";"2023";"16:55";"1";"74";"74012";"2";"1";"1";"6";"BASTIN (RUE ALFRED)";"46,19183700";"6,23707800"
"202300000113";"30";"11";"2023";"16:45";"2";"71";"71357";"1";"3";"2";"3";"2 Route de Dole";"46,95986200";"5,23336500"
"202300000114";"30";"11";"2023";"16:15";"1";"63";"63145";"1";"1";"3";"7";"D39";"45,55364904";"3,43233632"
"202300000115";"27";"03";"2023";"18:25";"1";"72";"72181";"1";"1";"1";"2";"PATTON GENERAL RTE ST-AUBIN A AV RUBILLA";"48,03115894";"0,17877817"
"202300000116";"27";"11";"2023";"12:00";"1";"61";"61486";"2";"1";"2";"6";"Voie Communale";"48,76278000";" -0,73331800"
"202300000117";"28";"03";"2023";"18:15";"1";"69";"69199";"1";"2";"1";"3";"Boulevard Pierre Sémard";"45,69453000";"4,84419000"
"202300000118";"30";"11";"2023";"14:50";"1";"61";"61369";"1";"1";"3";"2";"D962";"48,62203000";" -0,63851500"
"202300000119";"15";"11";"2023";"18:10";"3";"61";"61473";"1";"1";"1";"6";"D916";"48,69830600";" -0,15355600"
"202300000120";"27";"03";"2023";"16:16";"1";"66";"66136";"2";"3";"1";"2";"N/A";"42,69315000";"2,88780000"
"202300000121";"1";"12";"2023";"12:30";"1";"86";"86082";"1";"1";"1";"6";"D2";"46,31347400";"0,21675800"
"202300000122";"2";"05";"2023";"13:55";"1";"70";"70378";"2";"1";"1";"4";"Avenue Pasteur";"47,61297800";"6,15066600"
"202300000123";"28";"03";"2023";"18:00";"1";"65";"65433";"2";"3";"1";"1";"52 Rue Honoré Laporte";"43,20476000";"0,10091200"
"202300000124";"30";"11";"2023";"17:28";"2";"44";"44081";"1";"1";"2";"1";"N/A";"46,91736800";" -1,54276400"
"202300000125";"30";"11";"2023";"13:50";"1";"29";"29031";"1";"2";"1";"5";"Kersalut";"47,80188360";" -3,60373083"
"202300000126";"5";"05";"2023";"12:20";"1";"69";"69266";"2";"1";"1";"4";"Route de Genas";"45,75178000";"4,90807000"
"202300000127";"28";"03";"2023";"19:20";"1";"64";"64445";"2";"2";"1";"3";"COPERNIC";"43,32435000";" -0,33857000"
"202300000128";"1";"12";"2023";"13:55";"1";"38";"38130";"1";"1";"3";"6";"D518a";"45,39507500";"5,23567200"
"202300000129";"27";"03";"2023";"17:25";"1";"64";"64129";"2";"1";"1";"4";"BAYONNE DE";"43,30314000";" -0,39804000"
"202300000130";"1";"12";"2023";"07:50";"2";"26";"26108";"1";"4";"3";"3";"D538";"44,72155700";"5,01487000"
"202300000131";"26";"03";"2023";"14:06";"1";"63";"63113";"2";"1";"1";"7";"DUMAS (BD J.BAPTISTE)";"45,78346000";"3,09449000"
"202300000132";"6";"05";"2023";"06:20";"2";"64";"64125";"2";"1";"1";"1";"ATHERBEA (AVENUE)";"43,43587000";" -1,59319000"
"202300000133";"30";"11";"2023";"21:00";"3";"54";"54435";"1";"1";"5";"6";"route de Preny";"48,96469500";"5,94241000"
"202300000134";"28";"11";"2023";"16:53";"2";"60";"60509";"2";"1";"1";"6";"3 Rue Marie Bray";"49,29669500";"2,60383100"
"202300000135";"28";"03";"2023";"07:50";"1";"60";"60159";"1";"1";"1";"1";"Route Nationale 31";"49,42012903";"2,90621939"
"202300000136";"1";"12";"2023";"15:40";"1";"16";"16016";"1";"1";"8";"1";"D951";"45,99181100";"0,62688100"
"202300000137";"30";"11";"2023";"18:40";"3";"53";"53084";"1";"1";"8";"2";"D111";"47,84766900";" -0,97859900"
"202300000138";"28";"03";"2023";"01:32";"5";"59";"59512";"2";"3";"1";"3";"CARTIGNY (RUE DE)";"50,70133000";"3,19065000"
"202300000139";"1";"12";"2023";"18:30";"5";"85";"85042";"2";"3";"8";"1";"RD 137 Rue Principale le sableau";"46,37013871";" -0,99600328"
"202300000140";"28";"03";"2023";"08:07";"1";"57";"57480";"2";"1";"1";"3";"MARLY (RUE DE )";"49,09370000";"6,16252000"
"202300000141";"30";"11";"2023";"16:00";"1";"28";"28391";"1";"1";"1";"1";"D2020";"48,17460000";"1,92507500"
"202300000142";"28";"03";"2023";"07:48";"2";"56";"56162";"2";"6";"1";"3";"24 Rue du Fort Bloqué";"47,73655000";" -3,43250000"
"202300000143";"28";"03";"2023";"07:15";"2";"54";"54382";"1";"1";"1";"2";"52 (ROUTE NATIONALE)";"49,54786000";"5,80309000"
"202300000144";"30";"11";"2023";"16:30";"1";"37";"37231";"1";"2";"1";"3";"D54";"47,59701900";"0,52637300"
"202300000145";"1";"12";"2023";"17:50";"3";"52";"52094";"1";"1";"2";"6";"D140";"47,66916000";"5,11877000"
"202300000146";"28";"03";"2023";"17:45";"1";"51";"51108";"2";"3";"1";"3";"Allées de Forêts";"48,94682000";"4,36500000"
"202300000147";"27";"03";"2023";"18:00";"1";"49";"49246";"2";"1";"1";"2";"CHAUVIN AVENUE";"47,42896000";" -0,54462000"
"202300000148";"29";"11";"2023";"12:10";"1";"88";"88372";"1";"1";"1";"6";"D159";"48,38938200";"6,80908800"
"202300000149";"27";"03";"2023";"12:05";"1";"49";"49007";"2";"2";"1";"3";"BOREAU";"47,47617000";" -0,54508000"
"202300000150";"30";"11";"2023";"20:30";"5";"987";"98752";"2";"1";"1";"1";"PK 48.100 - Mataiea";" -17,72200000";" -149,39900000"
"202300000151";"28";"03";"2023";"23:00";"5";"37";"37233";"2";"1";"1";"6";"VAILLANT COUTURIER (RUE PAUL)";"47,39180000";"0,72023000"
"202300000152";"1";"12";"2023";"08:30";"1";"10";"10438";"1";"1";"8";"7";"Autoroute A5";"48,16508500";"4,59269100"
"202300000153";"28";"03";"2023";"07:50";"1";"37";"37122";"2";"1";"1";"6";"TOURMALINE (RUE DE LA)";"47,35759000";"0,64388000"
"202300000154";"1";"12";"2023";"07:30";"1";"973";"97309";"1";"6";"1";"3";"Cabassou";"4,90091544";" -52,30593073"
"202300000155";"28";"03";"2023";"09:14";"1";"37";"37261";"2";"2";"1";"3";"WEDELLS (RUE JEANNE)";"47,40939000";"0,70767000"
"202300000156";"28";"03";"2023";"05:30";"5";"37";"37261";"2";"1";"1";"2";"MONNET (BOULEVARD)";"47,37668000";"0,67120000"
"202300000157";"1";"12";"2023";"18:00";"5";"06";"06085";"1";"1";"2";"3";"Route de Vallauris";"43,59603800";"7,03722100"
"202300000158";"19";"03";"2023";"11:30";"1";"36";"36044";"2";"1";"3";"7";"Boulevard de l’Ecole Normale";"46,82059532";"1,68097794"
"202300000159";"1";"12";"2023";"13:30";"1";"13";"13091";"1";"1";"2";"7";"D18";"43,59465900";"5,31759700"
"202300000160";"28";"03";"2023";"09:44";"1";"35";"35278";"2";"1";"1";"2";"GAULLE (RUE DU GAL DE)";"48,15439000";" -1,68670000"
"202300000161";"28";"03";"2023";"13:25";"1";"31";"31555";"2";"1";"1";"6";"RTE DE LABEGE";"43,55831000";"1,50338000"
"202300000162";"30";"11";"2023";"17:54";"3";"91";"91200";"2";"1";"2";"6";"Avenue de Paris";"48,53030300";"2,02594500"
"202300000163";"28";"03";"2023";"15:40";"1";"29";"29232";"2";"1";"2";"6";"Avenue de la France Libre";"48,00303416";" -4,09876715"
"202300000164";"1";"12";"2023";"11:10";"1";"66";"66037";"1";"6";"8";"6";"D81a";"42,65932480";"3,03266913"
"202300000165";"28";"03";"2023";"13:10";"1";"29";"29232";"2";"1";"1";"2";"Boulevard President Allende";"47,99343000";" -4,07306000"
"202300000166";"1";"12";"2023";"17:35";"5";"30";"30307";"2";"1";"2";"6";"Route Nationale 106";"44,19200500";"4,04369800"
"202300000167";"28";"03";"2023";"12:50";"1";"27";"27229";"1";"1";"1";"2";"NATIONALE 13 (ROUTE)";"49,01573000";"1,17923000"
"202300000168";"28";"03";"2023";"16:03";"1";"22";"22278";"2";"2";"1";"3";"ROSTAND (EDMOND)";"48,51634000";" -2,73499000"
"202300000169";"10";"11";"2023";"20:40";"5";"84";"84092";"1";"3";"1";"3";"Route de Sorgues (rd 907)";"43,97646400";"4,85805500"
"202300000170";"28";"03";"2023";"11:46";"1";"17";"17306";"2";"1";"1";"2";"AMPERE";"45,63164000";" -0,99613000"
"202300000171";"30";"11";"2023";"18:45";"5";"21";"21263";"2";"1";"2";"6";"31 route de Dijon";"47,24322000";"5,05683600"
"202300000172";"28";"03";"2023";"18:22";"1";"13";"13201";"2";"1";"1";"1";"SAINT FERREOL (RUE)      2 A 62";"43,29500000";"5,37740000"
"202300000173";"30";"11";"2023";"16:07";"1";"63";"63247";"1";"1";"2";"6";"route départementale 5 pk 31";"45,57687700";"2,94038800"
"202300000174";"28";"03";"2023";"14:30";"1";"13";"13202";"2";"2";"1";"1";"DAMES (BOULEVARD DES)";"43,30313000";"5,36656000"
"202300000175";"1";"12";"2023";"16:10";"1";"01";"01043";"1";"1";"2";"3";"D1084a";"45,82242600";"4,99268500"
"202300000176";"28";"03";"2023";"11:00";"1";"13";"13209";"2";"1";"1";"5";"MICHELET (BOULEVARD)";"43,26172749";"5,39739630"
"202300000177";"27";"03";"2023";"18:20";"1";"13";"13202";"2";"3";"1";"3";"CHEMIN DU LITTORAL (CHEMIN DU)";"43,33589000";"5,35425000"
"202300000178";"30";"11";"2023";"22:00";"4";"86";"86095";"2";"1";"5";"6";"Rue des Lordières";"46,69466800";"0,42271300"
"202300000179";"28";"03";"2023";"12:16";"1";"11";"11069";"2";"1";"1";"6";"Rue Niccolo Paganini";"43,21366000";"2,36726000"
"202300000180";"30";"07";"2023";"23:30";"5";"85";"85092";"2";"6";"1";"3";"75bis Rue de la république";"46,46415700";" -0,80006000"
"202300000181";"27";"03";"2023";"15:28";"1";"10";"10357";"2";"6";"1";"6";"R.N. 19";"48,29615000";"4,13315000"
"202300000182";"23";"03";"2023";"15:55";"1";"08";"08409";"2";"3";"1";"3";"42 Avenue de la Marne";"49,69791137";"4,92147669"
"202300000183";"30";"11";"2023";"18:55";"3";"02";"02798";"1";"1";"1";"7";"D15";"48,91719800";"3,39457200"
"202300000184";"28";"03";"2023";"20:03";"1";"06";"06088";"2";"9";"1";"3";"VAUBAN (R. MARECHAL)";"43,71157000";"7,28657000"
"202300000185";"28";"03";"2023";"16:38";"1";"06";"06027";"2";"1";"1";"7";"Avenue Auguste Renoir";"43,66517200";"7,15365100"
"202300000186";"30";"11";"2023";"17:44";"5";"13";"13085";"1";"1";"1";"3";"A50-Sens Toulon vers Aubagne";"43,26649929";"5,58640523"
"202300000187";"27";"03";"2023";"09:15";"1";"974";"97411";"1";"1";"1";"2";"MONTAGNE (ROUTE DE LA)";" -20,88864000";"55,43690000"
"202300000188";"29";"11";"2023";"12:25";"1";"13";"13070";"1";"1";"1";"2";"A50-Sens Aubagne vers Marseille";"43,28499911";"5,51803038"
"202300000189";"27";"03";"2023";"16:08";"1";"973";"97302";"2";"1";"1";"3";"BERNARD (DU CAPITAINE)";"4,93691000";" -52,33059000"
"202300000190";"27";"03";"2023";"12:00";"1";"973";"97302";"2";"2";"1";"3";"SCHOELCHER (RUE)";"4,94192220";" -52,33251733"
"202300000191";"29";"11";"2023";"09:05";"1";"13";"13117";"1";"1";"1";"2";"A7-Sens Lyon vers Marseille";"43,43921695";"5,25051623"
"202300000192";"26";"03";"2023";"04:00";"3";"973";"97302";"2";"6";"2";"7";"FELIX EBOUE(ROCADE)";"4,92468782";" -52,32331681"
"202300000193";"30";"11";"2023";"07:20";"4";"33";"33249";"1";"1";"1";"7";"ROUTE NATIONALE 230";"44,88069000";" -0,51049000"
"202300000194";"25";"03";"2023";"12:49";"1";"973";"97302";"2";"1";"1";"3";"FLAMBOYANTS (RUE DES)";"4,92460311";" -52,31780273"
"202300000195";"30";"11";"2023";"06:00";"3";"33";"33080";"1";"1";"3";"6";"AUTOROUTE A 62";"44,73252547";" -0,53105056"
"202300000196";"27";"03";"2023";"21:15";"5";"69";"69388";"2";"2";"1";"3";"Rue Professeur Beauvisage";"45,72944000";"4,86738000"
