"Num_Acc";"catr";"voie";"v1";"v2";"circ";"nbv";"vosp";"prof";"pr";"pr1";"plan";"lartpc";"larrout";"surf";"infra";"situ";"vma"
"202300000019";"3";"4";"0";"D";"2";"2";"0";"1";"18";"190";"1";"";"5,5";"1";"0";"1";"50"
"202300000020";"9";"N/A";" -1";"N/A";" -1";"1";"0";"1";" -1";" -1";"2";"";" -1";"1";"0";"8";" -1"
"202300000021";"3";"9";" -1";"N/A";"2";"2";"0";"1";"7";"189";"1";"";" -1";"1";"0";"1";"80"
"202300000022";"3";"9";"0";"N/A";"2";"2";"0";"1";"2";"900";"4";"";"5";"1";"0";"1";"70"
"202300000023";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000024";"3";"2562";" -1";"D";"2";"2";"0";"2";"6";"850";"1";"";"7";"1";"0";"4";"50"
"202300000025";"3";"137";"0";"R";"2";"2";"0";"1";"5";"800";"1";"";"5,5";"1";"0";"1";"50"
"202300000026";"3";"768";" -1";"N/A";"2";"2";"0";"1";"6";"560";"1";"";"7";"1";"0";"1";"50"
"202300000027";"2";"30";"0";"N/A";"3";"2";"0";"1";"0";"1";"1";"";" -1";"1";"9";"1";"70"
"202300000028";"3";"D813";" -1";"N/A";"2";"2";"0";"1";"55";"700";"1";"";" -1";"1";"0";"1";"50"
"202300000029";"3";"3";"0";"N/A";"2";"2";"0";"1";"10";"42";"2";"";"6";"1";"0";"1";"80"
"202300000030";"3";"2089";" -1";"D";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"9";"1";"50"
"202300000031";"3";"655";" -1";"N/A";"2";"2";"0";"1";"12";"120";"1";"";"7";"1";"0";"3";"80"
"202300000032";"3";"472";" -1";"D";"2";"2";"0";"2";"14";"200";"1";"";"7";"1";"0";"3";"90"
"202300000033";"4";"712";" -1";"N/A";"2";"2";"0";"2";" -1";" -1";"1";"";"7";"1";"0";"1";"30"
"202300000034";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"2";"0";"1";"70"
"202300000035";"3";"44";"0";"N/A";"2";"2";"0";"1";"4";" -1";"1";"";"10";"2";"0";"1";"70"
"202300000036";"3";"64";"0";"N/A";"2";"2";"0";"1";"7";"500";"1";"";"5,5";"1";"0";"3";"80"
"202300000037";"4";"N/A";"0";"N/A";"2";"2";"0";"2";" -1";" -1";"2";"";" -1";"2";"0";"1";"80"
"202300000038";"3";"940";"0";"N/A";"3";"3";"0";"1";"6";"598";"1";"";"3";"1";"0";"3";"90"
"202300000039";"3";"933";" -1";"N/A";"2";"2";"0";"2";"78";"500";"3";"";"7";"1";"0";"1";"80"
"202300000040";"3";"941";"0";"D";"2";"2";"0";"1";"2";"800";"1";"";"7";"1";"0";"8";"50"
"202300000041";"3";"2";"0";"N/A";"2";"2";"0";"2";"36";"900";"3";"";"5,5";"1";"0";"1";"90"
"202300000041";"3";"N/A";" -1";"N/A";"2";" -1";" -1";"2";" -1";" -1";"2";"";" -1";"1";"0";"1";" -1"
"202300000042";"4";"vc";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"4";"50"
"202300000043";"3";"33";" -1";"N/A";"2";"2";"0";"1";"25";"900";"1";"";"4";"1";"0";"1";"90"
"202300000043";"3";"56";" -1";"N/A";"2";"2";"0";"1";"28";"104";"1";"";"4";"1";"0";"1";"90"
"202300000044";"3";"D15";" -1";"N/A";"2";"2";"0";"2";"42";"100";"1";"";"5,5";"1";"5";"1";"50"
"202300000044";"3";"N/A";" -1";"N/A";" -1";" -1";" -1";"1";" -1";" -1";"1";"";" -1";" -1";"0";"1";" -1"
"202300000045";"3";"982";" -1";"N/A";"2";"2";"0";"1";"20";"100";"2";"";"6";"1";"0";"3";"70"
"202300000046";"1";"35";"0";"A";"3";"2";"0";"1";"243";"900";"1";"";"10";"2";"0";"1";"130"
"202300000047";"3";"612";" -1";"D";"1";"1";"0";"1";"11";"704";"3";"";"3,5";"1";"0";"1";"80"
"202300000048";"1";"64";" -1";"N/A";"3";"2";"0";"1";"111";"900";"1";"";"10,5";"1";"0";"1";"130"
"202300000049";"1";"709";"0";"A";"3";"3";"0";"1";"12";"700";"1";"";"13,5";"1";"0";"1";"90"
"202300000050";"1";"1";" -1";"N/A";"3";"3";"0";"1";"161";"630";"1";"";"13,5";"1";"0";"1";"130"
"202300000051";"2";"101";"0";"N/A";"2";"2";"0";"2";" -1";" -1";"3";"";" -1";"1";"0";"3";"60"
"202300000052";"2";"101";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"3";"";" -1";"1";"0";"1";"40"
"202300000053";"4";"N/A";" -1";"N/A";"2";"2";"0";"2";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000054";"2";"20";"0";"N/A";"2";"2";"0";"1";"117";"800";"1";"";"7";"1";"0";"3";"80"
"202300000055";"3";"D117";"0";"D";"3";"4";"0";"1";"16";"0";"2";"";" -1";"1";"0";"3";"110"
"202300000056";"3";"907";"0";"D";"2";"2";"0";"2";"56";"243";"3";"";"7";"1";"0";"1";"80"
"202300000057";"9";"113";" -1";"N/A";"1";"2";"0";"1";" -1";" -1";"1";"";"7";"1";"0";"1";"50"
"202300000058";"6";"N/A";" -1";"N/A";" -1";" -1";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000059";"3";"43";"0";"N/A";"2";"2";"0";"1";"1";"212";"1";"";" -1";"1";"0";"1";"80"
"202300000060";"3";"942";"0";"N/A";"2";"2";"0";"4";"8";"200";"2";"";"5,5";"2";"0";"1";"90"
"202300000061";"3";"520";"0";"D";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"8";"80"
"202300000062";"3";"306";" -1";"D";"2";"5";"0";"1";"7";"20";"1";"";" -1";"2";"0";"1";"50"
"202300000062";"3";"37";" -1";"D";"2";"3";"0";"1";"2";"500";"1";"";"5,5";"2";"0";"1";"50"
"202300000063";"3";"936";" -1";"N/A";"2";"2";"0";"1";"28";"190";"2";"";"5,5";"1";"0";"3";"80"
"202300000064";"3";"N/A";" -1";"N/A";" -1";"2";"1";"1";"10";"300";"1";"";" -1";"1";"0";"5";"30"
"202300000065";"4";"N/A";" -1";"N/A";"2";"2";"0";"2";" -1";" -1";"1";"";" -1";"2";"0";"3";"80"
"202300000066";"3";"2";" -1";"N/A";"2";"2";"0";"2";"8";"555";"3";"";"7";"1";"0";"1";"80"
"202300000066";"3";"8";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"8";"80"
"202300000067";"1";"1";" -1";"N/A";"3";"3";"0";"1";"125";"280";"1";"";"13,5";"2";"0";"2";"130"
"202300000068";"4";"157";"0";"D";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000069";"1";"A55-Sens Martigues vers Marseille";"0";"N/A";"1";"2";"0";"1";"17";"0";"1";"";"10";"1";"0";"1";"110"
"202300000070";"1";"A507 sens Marseille - Aubagne";"0";"N/A";"1";"3";"0";"2";"8";"199";"1";"";"9";"1";"1";"1";"70"
"202300000071";"1";"A50";"0";"N/A";"3";"6";"0";"1";"67";"699";"2";"";" -1";"1";"3";"1";"70"
"202300000072";"1";"A50 SORTIE TUNNEL TUBE SUD";"0";"N/A";"3";"6";"0";"1";"72";"599";"1";"";" -1";"1";"0";"2";"70"
"202300000073";"3";"TIGRE (ROUTE DU)";"0";"N/A";"2";"2";"0";"1";"1";"900";"1";"";" -1";"1";"0";"1";"50"
"202300000074";"1";"A50 BRETELLE D'ACCES N°17 TOULON/NICE";"0";"N/A";"1";"2";"0";"2";"72";"500";"2";"";" -1";"1";"1";"1";"50"
"202300000075";"2";"RN 441";"0";"N/A";" -1";"1";"0";"2";"0";"600";"2";"";" -1";"2";"0";"1";"50"
"202300000076";"4";"BONNEL (DE)                         (R )";"0";"N/A";"1";"4";"3";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000076";"4";"GARIBALDI                           (R )";"0";"N/A";"1";"3";"3";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000077";"1";"AUTOROUTE A6B";"0";"N/A";" -1";"3";"0";"1";"8";"300";"1";"";"6";"1";"0";"1";"110"
"202300000078";"3";"ERNEST ANDRE (RUE)";"0";"N/A";"1";"1";"0";"1";"2";"299";"1";"";" -1";"1";"0";"1";"50"
"202300000078";"3";"ROUTE DEPARTEMENTALE 3";"0";"N/A";"2";"2";"0";"1";"6";"500";"1";"";" -1";"1";"0";"1";"50"
"202300000079";"2";"RN 104";"0";"N/A";"1";"4";"0";"1";"32";"500";"1";"";"17,5";"2";"0";"1";"90"
"202300000080";"3";"D13";"0";"N/A";"2";"2";"0";"2";"4";"300";"1";"";" -1";"1";"0";"1";"80"
"202300000081";"1";"AUTOROUTE A6";"0";"N/A";"1";"3";"0";"1";"17";"0";"1";"";"14";"2";"0";"1";"110"
"202300000082";"2";"BALATA (ROUTE DE)";"0";"N/A";"1";"2";"0";"1";"1";"0";"3";"";" -1";"1";"0";"1";"50"
"202300000083";"1";"6A";"0";"N/A";"1";"2";"0";"1";"0";"800";"2";"";"10,5";"2";"0";"1";"70"
"202300000084";"4";"ENTREE DE BRIAND (ROUTE)";"0";"N/A";"2";"2";"0";"3";" -1";" -1";"3";"";" -1";"1";"0";"1";"50"
"202300000084";"4";"SAINT ANTOINE (LOTISSEMENT)";"0";"N/A";"2";"1";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000085";"2";"RN12 INT";"0";"N/A";" -1";"2";"0";"2";"21";"0";"2";"";" -1";"3";"0";"1";"90"
"202300000086";"3";"PROFESSEUR RAYMOND GARCIN (RUE DU)";"0";"N/A";"2";"2";"0";"2";"1";"399";"1";"";" -1";"1";"0";"1";"50"
"202300000087";"1";"AUTOROUTE A1";"0";"N/A";"3";"4";"0";"4";"3";"0";"3";"";"17";"2";"0";"1";"90"
"202300000088";"4";")";"0";"N/A";"1";"1";"2";"2";" -1";" -1";"2";"";" -1";"1";"0";"1";"30"
"202300000088";"4";"N/A";"0";"N/A";"1";"1";"0";"2";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000089";"1";"AUTOROUTE A1";"0";"N/A";"3";"3";"0";"1";"11";"899";"1";"";"13,5";"3";"0";"1";"110"
"202300000090";"3";"PONTOISE(BOULEVARD DE)";"0";"N/A";"2";"2";"0";"2";"8";"600";"1";"";"5";"1";"0";"1";"50"
"202300000091";"1";"4";"0";"N/A";"3";"4";"0";"1";"6";"500";"1";"";"17,5";"2";"2";"1";"90"
"202300000092";"3";"CD 257";"0";"N/A";"1";"0";"0";"2";"0";"0";"1";"";"0";"1";"0";"8";"50"
"202300000093";"1";"4";"0";"N/A";" -1";"4";"0";"1";"10";"300";"1";"";" -1";"3";"0";"1";"110"
"202300000094";"3";"AV FRANCOIS MITTERRAND";"0";"N/A";"2";"6";"0";"1";"0";"0";"1";"";" -1";"1";"1";"1";"50"
"202300000095";"1";"86";"0";"N/A";"3";"4";"0";"1";"47";"0";"1";"";" -1";"2";"0";"1";"90"
"202300000096";"3";"BD CHAMPS ELYSEES";"0";"N/A";"2";"4";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202300000096";"3";"BD DE L EUROPE";"0";"N/A";"2";"4";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202300000097";"4";"tsoundzou-chemin rivière de Kwalé";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000098";"4";"QUEUILLE (PLACE HENRI)";"0";"N/A";"1";"2";"0";"2";" -1";" -1";"2";"";" -1";"1";"0";"1";"50"
"202300000098";"4";"VENTADOUR (RUE BERNARD DE)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000099";"2";"LANCASTEL (BOULEVARD)";"0";"N/A";"2";"4";"0";"1";"2";"0";"1";"";" -1";"1";"0";"1";"70"
"202300000100";"4";"JAURES (BOULEVARD JEAN)";"0";"N/A";"1";"3";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"70"
"202300000101";"3";"CD D559 BIS";"0";"N/A";"1";"2";"0";"1";"28";"50";"3";"";" -1";"1";"0";"1";"30"
"202300000102";"4";"LESCOUVE (RUE)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"9";"1";"50"
"202300000103";"4";"NEUF (CHEMIN)";"0";"N/A";"2";"2";"0";"1";"0";"0";"2";"";" -1";"1";"0";"1";"30"
"202300000103";"4";"VIGIE (CHEMIN DE LA)";"0";"N/A";"2";"2";"0";"1";"0";"0";"2";"";" -1";"1";"0";"1";"30"
"202300000104";"4";"ARCHERS (DES)                       (R )";"0";"N/A";"1";"1";"2";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000104";"4";"PRESIDENT EDOUARD HERRIOT (DU)      (R )";"0";"N/A";"1";"1";"3";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000105";"2";"N/A";" -1";"N/A";"2";" -1";" -1";"1";"9";"418";"1";"";" -1";"1";"0";"1";" -1"
"202300000105";"2";"RN 184";"0";"N/A";" -1";"0";"0";"1";"16";"585";"1";"";"0";"1";"0";"1";"80"
"202300000106";"3";"CAMPINCHI NR 1 AU 5 -RUE";"0";"N/A";"1";"0";"0";"2";"1";"0";"2";"";" -1";"1";"5";"1";"50"
"202300000106";"3";"PAOLI DU NR 1 A 20 - BLD";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202300000107";"3";"668";"0";"D";"2";"2";"0";"1";"4";"0";"1";"";"6";"1";"0";"1";"80"
"202300000107";"3";"N/A";" -1";"N/A";" -1";" -1";" -1";" -1";" -1";" -1";" -1";"";" -1";" -1";" -1";" -1";" -1"
"202300000108";"2";"ROUTE DES ABYMES";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"2";"";" -1";"1";"0";"4";"50"
"202300000109";"3";"80";"0";"N/A";"2";"2";"0";"1";"5";"952";"3";"";"5,5";"1";"0";"1";"50"
"202300000110";"4";"CHENNEVIERE. RUE THEODORE";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202300000110";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000111";"4";"N/A";" -1";"N/A";"2";" -1";"0";"1";" -1";" -1";"1";"";" -1";"1";"9";"1";" -1"
"202300000111";"4";"PERES DOMINICAINS(AVENUE DES)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000112";"4";"BASTIN (RUE ALFRED)";"0";"N/A";"1";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000113";"3";"673";" -1";"N/A";"2";"2";"0";"3";"37";"875";"1";"";"7";"2";"0";"1";"80"
"202300000113";"3";"N/A";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"2";"0";"1";"50"
"202300000114";"3";"N/A";"0";"N/A";"2";"2";"0";"2";"5";"810";"4";"";"4";"2";"0";"8";"90"
"202300000115";"3";"PATTON GENERAL RTE ST-AUBIN A AV RUBILLA";"0";"N/A";"3";"0";"0";"1";"50";"700";"1";"";" -1";"1";"0";"1";"90"
"202300000116";"4";"0";"0";"N/A";" -1";"2";"0";"2";" -1";" -1";"1";"";" -1";"2";"0";"1";"50"
"202300000117";"7";"ALBERT RAMBOZ                       (AV)";"0";"N/A";"1";"2";"0";"1";" -1";" -1";"2";"";" -1";"1";"3";"1";"50"
"202300000117";"7";"PIERRE SEMARD                       (BD)";"0";"N/A";"1";"3";"0";"1";" -1";" -1";"2";"";" -1";"1";"0";"1";"50"
"202300000118";"3";"962";" -1";"N/A";"2";"2";"0";"1";"21";"80";"1";"";"7";"2";"0";"1";"90"
"202300000119";"3";"916";" -1";"N/A";"2";"2";"0";"2";"32";"440";"1";"";"7";"2";"8";"1";"90"
"202300000120";"4";"N/A";" -1";"N/A";"2";"3";" -1";"1";" -1";" -1";"1";"";" -1";"1";"5";"8";" -1"
"202300000120";"4";"N/A";"0";"N/A";"2";"3";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000121";"3";"2";"0";"D";"2";"2";"0";"1";"74";"200";"1";"";" -1";"2";"0";"3";"80"
"202300000122";"2";"PASTEUR (AVENUE)";"0";"N/A";"2";"1";"0";"1";"47";"60";"1";"";" -1";"1";"0";"1";"50"
"202300000123";"4";"LAPORTE (RUE HONORE)";"0";"N/A";" -1";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000123";"4";"VALLES (RUE JULES)";"0";"N/A";" -1";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000124";"3";"753";"0";"D";"2";"2";"0";"1";"33";"505";"1";"";"5";"2";"0";"1";"80"
"202300000125";"3";"24";" -1";"N/A";"2";"2";"0";"1";"23";"200";"1";"";"7";"2";"0";"1";"70"
"202300000125";"3";"N/A";" -1";"N/A";" -1";"2";" -1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";" -1"
"202300000126";"7";"GENAS    (Route de)";"0";"N/A";"1";"1";"3";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000127";"4";"COPERNIC";"0";"N/A";" -1";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000127";"4";"LILAS DES";"0";"N/A";" -1";"0";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000128";"3";"518";" -1";"A";"2";"3";"0";"2";"0";"370";"1";"";"10,5";"2";"0";"8";"80"
"202300000129";"4";"N/A";"0";"N/A";"2";"4";"1";"1";"0";"0";"1";"";" -1";"1";"0";"1";"50"
"202300000130";"3";"464";"0";"N/A";"2";"2";"0";"2";"70";"491";"1";"";"5,5";"3";"5";"1";"70"
"202300000130";"3";"538";"0";"N/A";"2";"2";"0";"2";"0";"0";"1";"";"5,5";"3";"5";"1";"70"
"202300000131";"4";"N/A";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000132";"3";"ATHERBEA (AVENUE)";"0";"N/A";"2";"2";"3";"4";"18";"200";"1";"";"5,5";"1";"0";"6";"50"
"202300000133";"4";"N/A";" -1";"N/A";" -1";"2";"0";"1";" -1";" -1";"2";"";" -1";"2";"0";"3";"80"
"202300000134";"4";"N/A";" -1";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000135";"2";"Route Nationale 31";"0";"N/A";"2";"2";"0";"1";"90";"0";"2";"";" -1";"2";"0";"1";"80"
"202300000136";"3";"951";"0";"N/A";"2";"2";"0";"2";"25";"0";"3";"";"7";"2";"0";"1";"90"
"202300000137";"3";"111";" -1";"N/A";"2";"2";"0";"1";"1";"300";"1";"";"5";"2";"0";"1";"80"
"202300000138";"4";"CARTIGNY (RUE DE)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000138";"4";"N/A";" -1";"N/A";"2";" -1";" -1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";" -1"
"202300000139";"3";"137";" -1";"N/A";"2";"2";"0";"1";"2";"530";"1";"";"7";"1";"0";"1";"50"
"202300000139";"3";"N/A";" -1";"N/A";"2";" -1";" -1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";" -1"
"202300000140";"4";"MARLY (RUE DE )";"0";"N/A";"2";"2";"0";"1";"0";"0";"1";"";" -1";"1";"0";"1";"30"
"202300000141";"3";"2020";" -1";"N/A";"2";"3";"0";"1";"14";"450";"1";"";"10,5";"1";"0";"1";"90"
"202300000142";"3";"FORT BLOQUE (RUE DU)";"0";"N/A";"2";"2";"0";"1";"4";"600";"2";"";" -1";"1";"5";"1";"50"
"202300000142";"3";"SCHUMAN (RUE ROBERT)";"0";"N/A";"2";"2";"0";"1";"0";"580";"2";"";" -1";"1";"5";"1";"50"
"202300000143";"2";"52 (ROUTE NATIONALE)";"0";"N/A";"3";"2";"0";"1";"24";"690";"1";"";" -1";"1";"0";"1";"110"
"202300000144";"3";"54";" -1";"N/A";"2";"1";"0";"1";"30";"0";"1";"";"3";"2";"0";"1";"80"
"202300000144";"3";"938";" -1";"N/A";"2";"2";"0";"1";"24";"900";"1";"";"7";"2";"0";"1";"80"
"202300000145";"3";"140";" -1";"N/A";"2";"2";"0";"2";"20";"740";"3";"";"4";"2";"0";"3";" -1"
"202300000146";"4";"FORETS (ALL DE)";"0";"N/A";"2";"2";"1";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000146";"4";"KARR (ALL ALPHONSE)";"0";"N/A";" -1";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000147";"3";"CHAUVIN AVENUE";"0";"N/A";"2";"2";"0";"1";"5";"230";"1";"";" -1";"1";"0";"1";"50"
"202300000148";"3";"159";"0";"B";"2";"2";"0";"2";"3";"280";"3";"";"5,5";"1";"0";"3";"80"
"202300000149";"4";"BOREAU";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000149";"4";"JUSSIEU";"0";"N/A";"1";"1";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000150";"2";"1";" -1";"N/A";"2";"2";"0";"1";"48";"100";"1";"";" -1";"1";"0";"1";"60"
"202300000151";"4";"VAILLANT COUTURIER (RUE PAUL)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000152";"1";"5";" -1";"N/A";"3";"2";"0";"1";"168";"950";"1";"";"10";"2";"0";"1";"130"
"202300000153";"4";"TOURMALINE (RUE DE LA)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"2";"0";"1";"30"
"202300000154";"3";"D23";" -1";"N/A";"3";"2";"0";"1";"3";"350";"2";"";" -1";"1";"0";"1";"50"
"202300000155";"4";"CLOS SAINT LIBERT (RUE DU)";"0";"N/A";"2";"2";"0";"2";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000155";"4";"WEDELLS (RUE JEANNE)";"0";"N/A";" -1";"2";"0";"2";" -1";" -1";"1";"";" -1";"1";"0";"1";"30"
"202300000156";"4";"MONNET (BOULEVARD)";"0";"N/A";"2";"2";"0";"2";" -1";" -1";"1";"";" -1";"1";"2";"1";"50"
"202300000157";"3";"PK3";" -1";"N/A";"2";"2";"0";"2";"6";"664";"4";"";" -1";"2";"0";"1";"50"
"202300000158";"4";"ECOLE NORMALE (BOULEVARD DE L') DU 1 AU";"0";"N/A";"2";"2";"1";"1";" -1";" -1";"1";"";" -1";"2";"0";"1";"50"
"202300000159";"3";"18";" -1";"D";"2";"2";"0";"2";" -1";" -1";"3";"";"5";"2";"0";"1";"80"
"202300000160";"4";"GAULLE (RUE DU GAL DE)";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"1";"0";"1";"50"
"202300000161";"7";"RTE DE LABEGE";"0";"N/A";"2";"2";"0";"1";"4";"104";"1";"";" -1";"1";"0";"1";"50"
"202300000162";"4";"N/A";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"2";"0";"1";"50"
"202300000163";"4";"FRANCE LIBRE  AVENUE DE LA";"0";"N/A";"2";"2";"0";"1";" -1";" -1";"1";"";" -1";"2";"0";"1";"50"
"202300000164";"3";"81";" -1";"A";"3";"1";"1";"1";"4";"431";"3";"";"3,5";"2";"0";"1";"50"
"202300000165";"3";"PRESIDENT ALLENDE BOULEVARD";"0";"N/A";"3";"4";"0";"1";"53";"895";"1";"";" -1";"1";"0";"1";"70"
"202300000166";"2";"106";" -1";"N/A";"2";"2";"0";"1";"56";"800";"1";"";" -1";"2";"9";"1";"50"
